"","Country.Name","Year","Agriculture.Land"
"5991","Malaysia","1987","   62050.0"
"5992","North America","1987"," 4947603.0"
"5993","Namibia","1987","  386620.0"
"5994","New Caledonia","1987","    2560.0"
"5995","Niger","1987","  310120.0"
"5996","Nigeria","1987","  603410.0"
"5997","Nicaragua","1987","   38890.0"
"5998","Netherlands","1987","   20140.0"
"5999","Norway","1987","    9700.0"
"6000","Nepal","1987","   41346.0"
"6001","Nauru","1987","       4.0"
"6002","New Zealand","1987","  164700.0"
"6003","OECD members","1987","13266530.0"
"6004","Oman","1987","   10700.0"
"6005","Other small states","1987","  803604.0"
"6006","Pakistan","1987","  366710.0"
"6007","Panama","1987","   20450.0"
"6008","Peru","1987","  189190.0"
"6009","Philippines","1987","  110200.0"
"6010","Papua New Guinea","1987","    8460.0"
"6011","Poland","1987","  188690.0"
"6012","Pre-demographic dividend","1987"," 7732470.0"
"6013","Puerto Rico","1987","    4620.0"
"6014","Korea, Dem. People’s Rep.","1987","   25150.0"
"6015","Portugal","1987","   40010.0"
"6016","Paraguay","1987","  170480.0"
"6017","West Bank and Gaza","1987","    3780.0"
"6018","Pacific island small states","1987","    7241.0"
"6019","Post-demographic dividend","1987","11544430.0"
"6020","French Polynesia","1987","     430.0"
"6021","Qatar","1987","     610.0"
"6022","Romania","1987","  150930.0"
"6023","Rwanda","1987","   18420.0"
"6024","South Asia","1987"," 2733156.0"
"6025","Saudi Arabia","1987"," 1079800.0"
"6026","Sudan","1987"," 1178050.0"
"6027","Senegal","1987","   88320.0"
"6028","Singapore","1987","      30.0"
"6029","Solomon Islands","1987","     650.0"
"6030","Sierra Leone","1987","   28240.0"
"6031","El Salvador","1987","   13870.0"
"6032","San Marino","1987","      10.0"
"6033","Somalia","1987","  440350.0"
"6034","Sub-Saharan Africa (excluding high income)","1987"," 9778130.0"
"6035","Sub-Saharan Africa","1987"," 9778190.0"
"6036","Small states","1987","  836805.0"
"6037","Sao Tome and Principe","1987","     380.0"
"6038","Suriname","1987","     880.0"
"6039","Sweden","1987","   34550.0"
"6040","Swaziland","1987","   13070.0"
"6041","Seychelles","1987","      60.0"
"6042","Syrian Arab Republic","1987","  139070.0"
"6043","Turks and Caicos Islands","1987","      10.0"
"6044","Chad","1987","  482050.0"
"6045","East Asia & Pacific (IDA & IBRD countries)","1987"," 7189461.0"
"6046","Europe & Central Asia (IDA & IBRD countries)","1987","  806660.0"
"6047","Togo","1987","   31100.0"
"6048","Thailand","1987","  212400.0"
"6049","Latin America & the Caribbean (IDA & IBRD countries)","1987"," 6673090.0"
"6050","Timor-Leste","1987","    2990.0"
"6051","Middle East & North Africa (IDA & IBRD countries)","1987"," 2060850.0"
"6052","Tonga","1987","     330.0"
"6053","South Asia (IDA & IBRD)","1987"," 2733156.0"
"6054","Sub-Saharan Africa (IDA & IBRD countries)","1987"," 9778190.0"
"6055","Trinidad and Tobago","1987","     710.0"
"6056","Tunisia","1987","   86960.0"
"6057","Turkey","1987","  394270.0"
"6058","Tuvalu","1987","      20.0"
"6059","Tanzania","1987","  320000.0"
"6060","Uganda","1987","  118170.0"
"6061","Upper middle income","1987","14615001.0"
"6062","Uruguay","1987","  148580.0"
"6063","United States","1987"," 4269480.0"
"6064","St. Vincent and the Grenadines","1987","     130.0"
"6065","Venezuela, RB","1987","  219600.0"
"6066","British Virgin Islands","1987","      90.0"
"6067","Virgin Islands (U.S.)","1987","     120.0"
"6068","Vietnam","1987","   67100.0"
"6069","Vanuatu","1987","    1430.0"
"6070","World","1987","41951394.0"
"6071","Samoa","1987","     767.0"
"6072","Yemen, Rep.","1987","  234790.0"
"6073","South Africa","1987","  946500.0"
"6074","Zambia","1987","  203660.0"
"6075","Zimbabwe","1987","  127900.0"
"6076","Aruba","1988","      20.0"
"6077","Afghanistan","1988","  380400.0"
"6078","Angola","1988","  574000.0"
"6079","Albania","1988","   11170.0"
"6080","Andorra","1988","     190.0"
"6081","Arab World","1988"," 4645290.0"
"6082","United Arab Emirates","1988","    2390.0"
"6083","Argentina","1988"," 1273800.0"
"6084","American Samoa","1988","      30.0"
"6085","Antigua and Barbuda","1988","      90.0"
"6086","Australia","1988"," 4722830.0"
"6087","Austria","1988","   30483.0"
"6088","Burundi","1988","   21050.0"
"6089","Benin","1988","   22100.0"
"6090","Burkina Faso","1988","   95640.0"
"6091","Bangladesh","1988","  104270.0"
"6092","Bulgaria","1988","   61620.0"
"6093","Bahrain","1988","      80.0"
"6094","Bahamas, The","1988","     120.0"
"6095","Belize","1988","    1150.0"
"6096","Bermuda","1988","       3.0"
"6097","Bolivia","1988","  352500.0"
"6098","Brazil","1988"," 2376870.0"
"6099","Barbados","1988","     190.0"
"6100","Brunei Darussalam","1988","     120.0"
"6101","Bhutan","1988","    4600.0"
"6102","Botswana","1988","  260100.0"
"6103","Central African Republic","1988","   50060.0"
"6104","Canada","1988","  677980.0"
"6105","Central Europe and the Baltics","1988","  465880.0"
"6106","Switzerland","1988","   16151.0"
"6107","Channel Islands","1988","      85.0"
"6108","Chile","1988","  161540.0"
"6109","China","1988"," 4933750.0"
"6110","Cote d'Ivoire","1988","  187200.0"
"6111","Cameroon","1988","   92100.0"
"6112","Congo, Dem. Rep.","1988","  259500.0"
"6113","Congo, Rep.","1988","  105420.0"
"6114","Colombia","1988","  452830.0"
"6115","Comoros","1988","    1140.0"
"6116","Cabo Verde","1988","     670.0"
"6117","Costa Rica","1988","   24630.0"
"6118","Caribbean small states","1988","   25990.0"
"6119","Cuba","1988","   67880.0"
"6120","Cayman Islands","1988","      27.0"
"6121","Cyprus","1988","    1614.0"
"6122","Germany","1988","  180970.0"
"6123","Djibouti","1988","   13010.0"
"6124","Dominica","1988","     180.0"
"6125","Denmark","1988","   27870.0"
"6126","Dominican Republic","1988","   26370.0"
"6127","Algeria","1988","  388170.0"
"6128","East Asia & Pacific (excluding high income)","1988"," 7289523.0"
"6129","Early-demographic dividend","1988","12191062.0"
"6130","East Asia & Pacific","1988","12268293.0"
"6131","Europe & Central Asia (excluding high income)","1988","  616510.0"
"6132","Europe & Central Asia","1988"," 2392056.0"
"6133","Ecuador","1988","   77260.0"
"6134","Egypt, Arab Rep.","1988","   25810.0"
"6135","Euro area","1988"," 1227989.0"
"6136","Spain","1988","  305780.0"
"6137","Ethiopia","1988","  567750.0"
"6138","European Union","1988"," 1940339.0"
"6139","Fragile and conflict affected situations","1988"," 4722990.0"
"6140","Finland","1988","   23732.0"
"6141","Fiji","1988","    3800.0"
"6142","France","1988","  308300.0"
"6143","Faroe Islands","1988","      30.0"
"6144","Gabon","1988","   51520.0"
"6145","United Kingdom","1988","  184230.0"
"6146","Ghana","1988","  125000.0"
"6147","Guinea","1988","  140810.0"
"6148","Gambia, The","1988","    6040.0"
"6149","Guinea-Bissau","1988","   14000.0"
"6150","Equatorial Guinea","1988","    3340.0"
"6151","Greece","1988","   91790.0"
"6152","Grenada","1988","     130.0"
"6153","Greenland","1988","    2354.0"
"6154","Guatemala","1988","   42850.0"
"6155","Guam","1988","     200.0"
"6156","Guyana","1988","   17300.0"
"6157","High income","1988","13170286.0"
"6158","Hong Kong SAR, China","1988","      90.0"
"6159","Honduras","1988","   32850.0"
"6160","Heavily indebted poor countries (HIPC)","1988"," 7403740.0"
"6161","Haiti","1988","   15990.0"
"6162","Hungary","1988","   64970.0"
"6163","IBRD only","1988","18985293.0"
"6164","IDA & IBRD total","1988","29382895.0"
"6165","IDA total","1988","10397602.0"
"6166","IDA blend","1988"," 2819610.0"
"6167","Indonesia","1988","  441370.0"
"6168","IDA only","1988"," 7577992.0"
"6169","Isle of Man","1988","     387.0"
"6170","India","1988"," 1810910.0"
"6171","Ireland","1988","   56630.0"
"6172","Iran, Islamic Rep.","1988","  618710.0"
"6173","Iraq","1988","   95300.0"
"6174","Iceland","1988","   19000.0"
"6175","Israel","1988","    5760.0"
"6176","Italy","1988","  168390.0"
"6177","Jamaica","1988","    4770.0"
"6178","Jordan","1988","   11650.0"
"6179","Japan","1988","   58170.0"
"6180","Kenya","1988","  266620.0"
"6181","Cambodia","1988","   41500.0"
"6182","Kiribati","1988","     390.0"
"6183","St. Kitts and Nevis","1988","     120.0"
"6184","Korea, Rep.","1988","   22140.0"
"6185","Kuwait","1988","    1410.0"
"6186","Latin America & Caribbean (excluding high income)","1988"," 6453500.0"
"6187","Lao PDR","1988","   16500.0"
"6188","Lebanon","1988","    6040.0"
"6189","Liberia","1988","   26000.0"
"6190","Libya","1988","  154400.0"
"6191","St. Lucia","1988","     210.0"
"6192","Latin America & Caribbean","1988"," 6769547.0"
"6193","Least developed countries: UN classification","1988"," 7614762.0"
"6194","Low income","1988"," 4837032.0"
"6195","Liechtenstein","1988","      80.0"
"6196","Sri Lanka","1988","   23370.0"
"6197","Lower middle income","1988"," 9439790.0"
"6198","Low & middle income","1988","28980621.0"
"6199","Lesotho","1988","   23430.0"
"6200","Late-demographic dividend","1988","10611743.0"
"6201","Morocco","1988","  297440.0"
"6202","Madagascar","1988","  362700.0"
"6203","Maldives","1988","      80.0"
"6204","Middle East & North Africa","1988"," 3223760.0"
"6205","Mexico","1988"," 1030510.0"
"6206","Middle income","1988","24143593.0"
"6207","Mali","1988","  321230.0"
"6208","Malta","1988","     130.0"
"6209","Myanmar","1988","  103730.0"
"6210","Middle East & North Africa (excluding high income)","1988"," 2071350.0"
"6211","Mongolia","1988"," 1252340.0"
"6212","Mozambique","1988","  475800.0"
"6213","Mauritania","1988","  396150.0"
"6214","Mauritius","1988","    1130.0"
"6215","Malawi","1988","   41150.0"
"6216","Malaysia","1988","   65039.0"
"6217","North America","1988"," 4947463.0"
"6218","Namibia","1988","  386620.0"
"6219","New Caledonia","1988","    2460.0"
"6220","Niger","1988","  313000.0"
"6221","Nigeria","1988","  607880.0"
"6222","Nicaragua","1988","   39400.0"
"6223","Netherlands","1988","   20120.0"
"6224","Norway","1988","    9760.0"
"6225","Nepal","1988","   41382.0"
"6226","Nauru","1988","       4.0"
"6227","New Zealand","1988","  163350.0"
"6228","OECD members","1988","13275186.0"
"6229","Oman","1988","   10730.0"
"6230","Other small states","1988","  803554.0"
"6231","Pakistan","1988","  353470.0"
"6232","Panama","1988","   20700.0"
"6233","Peru","1988","  189290.0"
"6234","Philippines","1988","  110600.0"
"6235","Papua New Guinea","1988","    8630.0"
"6236","Poland","1988","  188200.0"
"6237","Pre-demographic dividend","1988"," 7784210.0"
"6238","Puerto Rico","1988","    4620.0"
"6239","Korea, Dem. People’s Rep.","1988","   25150.0"
"6240","Portugal","1988","   40050.0"
"6241","Paraguay","1988","  170850.0"
"6242","West Bank and Gaza","1988","    3780.0"
"6243","Pacific island small states","1988","    7454.0"
"6244","Post-demographic dividend","1988","11550946.0"
"6245","French Polynesia","1988","     430.0"
"6246","Qatar","1988","     610.0"
"6247","Romania","1988","  151090.0"
"6248","Rwanda","1988","   18530.0"
"6249","South Asia","1988"," 2718482.0"
"6250","Saudi Arabia","1988"," 1131300.0"
"6251","Sudan","1988"," 1208450.0"
"6252","Senegal","1988","   88300.0"
"6253","Singapore","1988","      30.0"
"6254","Solomon Islands","1988","     670.0"
"6255","Sierra Leone","1988","   28250.0"
"6256","El Salvador","1988","   14070.0"
"6257","San Marino","1988","      10.0"
"6258","Somalia","1988","  440390.0"
"6259","Sub-Saharan Africa (excluding high income)","1988"," 9831260.0"
"6260","Sub-Saharan Africa","1988"," 9831310.0"
"6261","Small states","1988","  836998.0"
"6262","Sao Tome and Principe","1988","     380.0"
"6263","Suriname","1988","     880.0"
"6264","Sweden","1988","   34370.0"
"6265","Swaziland","1988","   12850.0"
"6266","Seychelles","1988","      50.0"
"6267","Syrian Arab Republic","1988","  137330.0"
"6268","Turks and Caicos Islands","1988","      10.0"
"6269","Chad","1988","  482300.0"
"6270","East Asia & Pacific (IDA & IBRD countries)","1988"," 7264343.0"
"6271","Europe & Central Asia (IDA & IBRD countries)","1988","  804710.0"
"6272","Togo","1988","   31400.0"
"6273","Thailand","1988","  213300.0"
"6274","Latin America & the Caribbean (IDA & IBRD countries)","1988"," 6696480.0"
"6275","Timor-Leste","1988","    3030.0"
"6276","Middle East & North Africa (IDA & IBRD countries)","1988"," 2067570.0"
"6277","Tonga","1988","     330.0"
"6278","South Asia (IDA & IBRD)","1988"," 2718482.0"
"6279","Sub-Saharan Africa (IDA & IBRD countries)","1988"," 9831310.0"
"6280","Trinidad and Tobago","1988","     720.0"
"6281","Tunisia","1988","   84920.0"
"6282","Turkey","1988","  392630.0"
"6283","Tuvalu","1988","      20.0"
"6284","Tanzania","1988","  320000.0"
"6285","Uganda","1988","  118170.0"
"6286","Upper middle income","1988","14703803.0"
"6287","Uruguay","1988","  148390.0"
"6288","United States","1988"," 4269480.0"
"6289","St. Vincent and the Grenadines","1988","     130.0"
"6290","Venezuela, RB","1988","  220100.0"
"6291","British Virgin Islands","1988","      90.0"
"6292","Virgin Islands (U.S.)","1988","     110.0"
"6293","Vietnam","1988","   67100.0"
"6294","Vanuatu","1988","    1470.0"
"6295","World","1988","42150911.0"
"6296","Samoa","1988","     770.0"
"6297","Yemen, Rep.","1988","  234790.0"
"6298","South Africa","1988","  949000.0"
"6299","Zambia","1988","  205290.0"
"6300","Zimbabwe","1988","  128800.0"
"6301","Aruba","1989","      20.0"
"6302","Afghanistan","1989","  380400.0"
"6303","Angola","1989","  574000.0"
"6304","Albania","1989","   11100.0"
"6305","Andorra","1989","     190.0"
"6306","Arab World","1989"," 4716088.0"
"6307","United Arab Emirates","1989","    2390.0"
"6308","Argentina","1989"," 1274700.0"
"6309","American Samoa","1989","      30.0"
"6310","Antigua and Barbuda","1989","      90.0"
"6311","Australia","1989"," 4670770.0"
"6312","Austria","1989","   30506.0"
"6313","Burundi","1989","   21050.0"
"6314","Benin","1989","   22200.0"
"6315","Burkina Faso","1989","   96000.0"
"6316","Bangladesh","1989","  104430.0"
"6317","Bulgaria","1989","   61680.0"
"6318","Bahrain","1989","      80.0"
"6319","Bahamas, The","1989","     120.0"
"6320","Belize","1989","    1200.0"
"6321","Bermuda","1989","       3.0"
"6322","Bolivia","1989","  354700.0"
"6323","Brazil","1989"," 2394320.0"
"6324","Barbados","1989","     190.0"
"6325","Brunei Darussalam","1989","     120.0"
"6326","Bhutan","1989","    4520.0"
"6327","Botswana","1989","  260150.0"
"6328","Central African Republic","1989","   50060.0"
"6329","Canada","1989","  677820.0"
"6330","Central Europe and the Baltics","1989","  462170.0"
"6331","Switzerland","1989","   16104.0"
"6332","Channel Islands","1989","      85.0"
"6333","Chile","1989","  161690.0"
"6334","China","1989"," 4994850.0"
"6335","Cote d'Ivoire","1989","  188200.0"
"6336","Cameroon","1989","   91900.0"
"6337","Congo, Dem. Rep.","1989","  259500.0"
"6338","Congo, Rep.","1989","  105440.0"
"6339","Colombia","1989","  451830.0"
"6340","Comoros","1989","    1140.0"
"6341","Cabo Verde","1989","     670.0"
"6342","Costa Rica","1989","   23780.0"
"6343","Caribbean small states","1989","   26060.0"
"6344","Cuba","1989","   67720.0"
"6345","Cayman Islands","1989","      27.0"
"6346","Cyprus","1989","    1614.0"
"6347","Germany","1989","  180560.0"
"6348","Djibouti","1989","   13010.0"
"6349","Dominica","1989","     180.0"
"6350","Denmark","1989","   27740.0"
"6351","Dominican Republic","1989","   26410.0"
"6352","Algeria","1989","  387600.0"
"6353","East Asia & Pacific (excluding high income)","1989"," 7363466.0"
"6354","Early-demographic dividend","1989","12275058.0"
"6355","East Asia & Pacific","1989","12288216.0"
"6356","Europe & Central Asia (excluding high income)","1989","  619330.0"
"6357","Europe & Central Asia","1989"," 2393621.0"
"6358","Ecuador","1989","   77530.0"
"6359","Egypt, Arab Rep.","1989","   25710.0"
"6360","Euro area","1989"," 1228377.0"
"6361","Spain","1989","  307010.0"
"6362","Ethiopia","1989","  565200.0"
"6363","European Union","1989"," 1935527.0"
"6364","Fragile and conflict affected situations","1989"," 4740480.0"
"6365","Finland","1989","   23858.0"
"6366","Fiji","1989","    3950.0"
"6367","France","1989","  307409.0"
"6368","Faroe Islands","1989","      30.0"
"6369","Gabon","1989","   51520.0"
"6370","United Kingdom","1989","  183060.0"
"6371","Ghana","1989","  125000.0"
"6372","Guinea","1989","  140570.0"
"6373","Gambia, The","1989","    5860.0"
"6374","Guinea-Bissau","1989","   14370.0"
"6375","Equatorial Guinea","1989","    3340.0"
"6376","Greece","1989","   92150.0"
"6377","Grenada","1989","     130.0"
"6378","Greenland","1989","    2354.0"
"6379","Guatemala","1989","   42850.0"
"6380","Guam","1989","     200.0"
"6381","Guyana","1989","   17320.0"
"6382","High income","1989","13166331.0"
"6383","Hong Kong SAR, China","1989","      80.0"
"6384","Honduras","1989","   33710.0"
"6385","Heavily indebted poor countries (HIPC)","1989"," 7433040.0"
"6386","Haiti","1989","   15980.0"
"6387","Hungary","1989","   64840.0"
"6388","IBRD only","1989","19091232.0"
"6389","IDA & IBRD total","1989","29532952.0"
"6390","IDA total","1989","10441720.0"
"6391","IDA blend","1989"," 2836230.0"
"6392","Indonesia","1989","  444350.0"
"6393","IDA only","1989"," 7605490.0"
"6394","Isle of Man","1989","     391.0"
"6395","India","1989"," 1815010.0"
"6396","Ireland","1989","   56550.0"
"6397","Iran, Islamic Rep.","1989","  617000.0"
"6398","Iraq","1989","   92300.0"
"6399","Iceland","1989","   19000.0"
"6400","Israel","1989","    5750.0"
"6401","Italy","1989","  168500.0"
"6402","Jamaica","1989","    4770.0"
"6403","Jordan","1989","   11498.0"
"6404","Japan","1989","   57290.0"
"6405","Kenya","1989","  270530.0"
"6406","Cambodia","1989","   44350.0"
"6407","Kiribati","1989","     390.0"
"6408","St. Kitts and Nevis","1989","     120.0"
"6409","Korea, Rep.","1989","   21970.0"
"6410","Kuwait","1989","    1410.0"
"6411","Latin America & Caribbean (excluding high income)","1989"," 6482560.0"
"6412","Lao PDR","1989","   16520.0"
"6413","Lebanon","1989","    6040.0"
"6414","Liberia","1989","   26000.0"
"6415","Libya","1989","  154450.0"
"6416","St. Lucia","1989","     210.0"
"6417","Latin America & Caribbean","1989"," 6798467.0"
"6418","Least developed countries: UN classification","1989"," 7642518.0"
"6419","Low income","1989"," 4838608.0"
"6420","Liechtenstein","1989","      80.0"
"6421","Sri Lanka","1989","   23400.0"
"6422","Lower middle income","1989"," 9496818.0"
"6423","Low & middle income","1989","29130658.0"
"6424","Lesotho","1989","   23050.0"
"6425","Late-demographic dividend","1989","10695954.0"
"6426","Morocco","1989","  300640.0"
"6427","Madagascar","1989","  362950.0"
"6428","Maldives","1989","      80.0"
"6429","Middle East & North Africa","1989"," 3272478.0"
"6430","Mexico","1989"," 1040500.0"
"6431","Middle income","1989","24292054.0"
"6432","Mali","1989","  321230.0"
"6433","Malta","1989","     130.0"
"6434","Myanmar","1989","  103950.0"
"6435","Middle East & North Africa (excluding high income)","1989"," 2068448.0"
"6436","Mongolia","1989"," 1255320.0"
"6437","Mozambique","1989","  476300.0"
"6438","Mauritania","1989","  396350.0"
"6439","Mauritius","1989","    1120.0"
"6440","Malawi","1989","   41650.0"
"6441","Malaysia","1989","   68280.0"
"6442","North America","1989"," 4947303.0"
"6443","Namibia","1989","  386620.0"
"6444","New Caledonia","1989","    2360.0"
"6445","Niger","1989","  314050.0"
"6446","Nigeria","1989","  611820.0"
"6447","Nicaragua","1989","   39930.0"
"6448","Netherlands","1989","   20040.0"
"6449","Norway","1989","    9910.0"
"6450","Nepal","1989","   41408.0"
"6451","Nauru","1989","       4.0"
"6452","New Zealand","1989","  162560.0"
"6453","OECD members","1989","13236337.0"
"6454","Oman","1989","   10770.0"
"6455","Other small states","1989","  803164.0"
"6456","Pakistan","1989","  358600.0"
"6457","Panama","1989","   21000.0"
"6458","Peru","1989","  189390.0"
"6459","Philippines","1989","  111000.0"
"6460","Papua New Guinea","1989","    8700.0"
"6461","Poland","1989","  188070.0"
"6462","Pre-demographic dividend","1989"," 7817270.0"
"6463","Puerto Rico","1989","    4500.0"
"6464","Korea, Dem. People’s Rep.","1989","   25150.0"
"6465","Portugal","1989","   40050.0"
"6466","Paraguay","1989","  171220.0"
"6467","West Bank and Gaza","1989","    3770.0"
"6468","Pacific island small states","1989","    7396.0"
"6469","Post-demographic dividend","1989","11495717.0"
"6470","French Polynesia","1989","     430.0"
"6471","Qatar","1989","     600.0"
"6472","Romania","1989","  147580.0"
"6473","Rwanda","1989","   18550.0"
"6474","South Asia","1989"," 2727848.0"
"6475","Saudi Arabia","1989"," 1182900.0"
"6476","Sudan","1989"," 1228600.0"
"6477","Senegal","1989","   88270.0"
"6478","Singapore","1989","      20.0"
"6479","Solomon Islands","1989","     680.0"
"6480","Sierra Leone","1989","   28250.0"
"6481","El Salvador","1989","   14070.0"
"6482","San Marino","1989","      10.0"
"6483","Somalia","1989","  440400.0"
"6484","Sub-Saharan Africa (excluding high income)","1989"," 9869010.0"
"6485","Sub-Saharan Africa","1989"," 9869060.0"
"6486","Small states","1989","  836620.0"
"6487","Sao Tome and Principe","1989","     420.0"
"6488","Suriname","1989","     880.0"
"6489","Sweden","1989","   34180.0"
"6490","Swaziland","1989","   12640.0"
"6491","Seychelles","1989","      50.0"
"6492","Syrian Arab Republic","1989","  134920.0"
"6493","Turks and Caicos Islands","1989","      10.0"
"6494","Chad","1989","  482500.0"
"6495","East Asia & Pacific (IDA & IBRD countries)","1989"," 7338286.0"
"6496","Europe & Central Asia (IDA & IBRD countries)","1989","  807400.0"
"6497","Togo","1989","   31400.0"
"6498","Thailand","1989","  213370.0"
"6499","Latin America & the Caribbean (IDA & IBRD countries)","1989"," 6725680.0"
"6500","Timor-Leste","1989","    3050.0"
"6501","Middle East & North Africa (IDA & IBRD countries)","1989"," 2064678.0"
"6502","Tonga","1989","     320.0"
"6503","South Asia (IDA & IBRD)","1989"," 2727848.0"
"6504","Sub-Saharan Africa (IDA & IBRD countries)","1989"," 9869060.0"
"6505","Trinidad and Tobago","1989","     720.0"
"6506","Tunisia","1989","   86700.0"
"6507","Turkey","1989","  398970.0"
"6508","Tuvalu","1989","      20.0"
"6509","Tanzania","1989","  320000.0"
"6510","Uganda","1989","  118620.0"
"6511","Upper middle income","1989","14795236.0"
"6512","Uruguay","1989","  148220.0"
"6513","United States","1989"," 4269480.0"
"6514","St. Vincent and the Grenadines","1989","     130.0"
"6515","Venezuela, RB","1989","  218100.0"
"6516","British Virgin Islands","1989","      90.0"
"6517","Virgin Islands (U.S.)","1989","     110.0"
"6518","Vietnam","1989","   67150.0"
"6519","Vanuatu","1989","    1490.0"
"6520","World","1989","42296993.0"
"6521","Samoa","1989","     542.0"
"6522","Yemen, Rep.","1989","  234810.0"
"6523","South Africa","1989","  953000.0"
"6524","Zambia","1989","  208970.0"
"6525","Zimbabwe","1989","  129550.0"
"6526","Aruba","1990","      20.0"
"6527","Afghanistan","1990","  380400.0"
"6528","Angola","1990","  574040.0"
"6529","Albania","1990","   11210.0"
"6530","Andorra","1990","     190.0"
"6531","Arab World","1990"," 4772142.0"
"6532","United Arab Emirates","1990","    2850.0"
"6533","Argentina","1990"," 1275650.0"
"6534","American Samoa","1990","      30.0"
"6535","Antigua and Barbuda","1990","      90.0"
"6536","Australia","1990"," 4644810.0"
"6537","Austria","1990","   30239.0"
"6538","Burundi","1990","   21100.0"
"6539","Benin","1990","   22700.0"
"6540","Burkina Faso","1990","   95750.0"
"6541","Bangladesh","1990","  103860.0"
"6542","Bulgaria","1990","   61590.0"
"6543","Bahrain","1990","      80.0"
"6544","Bahamas, The","1990","     120.0"
"6545","Belize","1990","    1260.0"
"6546","Bermuda","1990","       3.0"
"6547","Bolivia","1990","  354550.0"
"6548","Brazil","1990"," 2416080.0"
"6549","Barbados","1990","     190.0"
"6550","Brunei Darussalam","1990","     110.0"
"6551","Bhutan","1990","    4540.0"
"6552","Botswana","1990","  260210.0"
"6553","Central African Republic","1990","   50060.0"
"6554","Canada","1990","  677680.0"
"6555","Central Europe and the Baltics","1990","  461950.0"
"6556","Switzerland","1990","   16057.0"
"6557","Channel Islands","1990","      85.0"
"6558","Chile","1990","  158990.0"
"6559","China","1990"," 5056940.0"
"6560","Cote d'Ivoire","1990","  189300.0"
"6561","Cameroon","1990","   91700.0"
"6562","Congo, Dem. Rep.","1990","  259600.0"
"6563","Congo, Rep.","1990","  105210.0"
"6564","Colombia","1990","  450830.0"
"6565","Comoros","1990","    1140.0"
"6566","Cabo Verde","1990","     680.0"
"6567","Costa Rica","1990","   23050.0"
"6568","Caribbean small states","1990","   26149.0"
"6569","Cuba","1990","   67410.0"
"6570","Cayman Islands","1990","      27.0"
"6571","Cyprus","1990","    1606.0"
"6572","Germany","1990","  180320.0"
"6573","Djibouti","1990","   12990.0"
"6574","Dominica","1990","     180.0"
"6575","Denmark","1990","   27880.0"
"6576","Dominican Republic","1990","   25460.0"
"6577","Algeria","1990","  386760.0"
"6578","East Asia & Pacific (excluding high income)","1990"," 7435441.0"
"6579","Early-demographic dividend","1990","12367376.0"
"6580","East Asia & Pacific","1990","12332851.0"
"6581","Europe & Central Asia (excluding high income)","1990","  617260.0"
"6582","Europe & Central Asia","1990"," 2385476.0"
"6583","Ecuador","1990","   78460.0"
"6584","Egypt, Arab Rep.","1990","   26480.0"
"6585","Euro area","1990"," 1223673.0"
"6586","Spain","1990","  304720.0"
"6587","Ethiopia","1990","  563120.0"
"6588","European Union","1990"," 1929663.0"
"6589","Fragile and conflict affected situations","1990"," 4745120.0"
"6590","Finland","1990","   23930.0"
"6591","Fiji","1990","    4100.0"
"6592","France","1990","  305928.0"
"6593","Faroe Islands","1990","      30.0"
"6594","Gabon","1990","   51570.0"
"6595","United Kingdom","1990","  182030.0"
"6596","Ghana","1990","  126050.0"
"6597","Guinea","1990","  141410.0"
"6598","Gambia, The","1990","    5860.0"
"6599","Guinea-Bissau","1990","   14470.0"
"6600","Equatorial Guinea","1990","    3340.0"
"6601","Greece","1990","   92220.0"
"6602","Grenada","1990","     130.0"
"6603","Greenland","1990","    2355.0"
"6604","Guatemala","1990","   42850.0"
"6605","Guam","1990","     200.0"
"6606","Guyana","1990","   17320.0"
"6607","High income","1990","13183346.0"
"6608","Hong Kong SAR, China","1990","      80.0"
"6609","Honduras","1990","   33200.0"
"6610","Heavily indebted poor countries (HIPC)","1990"," 7452930.0"
"6611","Haiti","1990","   15970.0"
"6612","Hungary","1990","   64740.0"
"6613","IBRD only","1990","19220623.0"
"6614","IDA & IBRD total","1990","29680786.0"
"6615","IDA total","1990","10460163.0"
"6616","IDA blend","1990"," 2832459.0"
"6617","Indonesia","1990","  450830.0"
"6618","IDA only","1990"," 7627704.0"
"6619","Isle of Man","1990","     396.0"
"6620","India","1990"," 1814130.0"
"6621","Ireland","1990","   56490.0"
"6622","Iran, Islamic Rep.","1990","  615000.0"
"6623","Iraq","1990","   92300.0"
"6624","Iceland","1990","   19010.0"
"6625","Israel","1990","    5790.0"
"6626","Italy","1990","  168400.0"
"6627","Jamaica","1990","    4760.0"
"6628","Jordan","1990","   10402.0"
"6629","Japan","1990","   56930.0"
"6630","Kenya","1990","  267700.0"
"6631","Cambodia","1990","   44550.0"
"6632","Kiribati","1990","     390.0"
"6633","St. Kitts and Nevis","1990","     120.0"
"6634","Korea, Rep.","1990","   21790.0"
"6635","Kuwait","1990","    1410.0"
"6636","Latin America & Caribbean (excluding high income)","1990"," 6544019.0"
"6637","Lao PDR","1990","   16600.0"
"6638","Lebanon","1990","    6050.0"
"6639","Liberia","1990","   24930.0"
"6640","Libya","1990","  154550.0"
"6641","St. Lucia","1990","     209.0"
"6642","Latin America & Caribbean","1990"," 6858056.0"
"6643","Least developed countries: UN classification","1990"," 7662914.0"
"6644","Low income","1990"," 4857884.0"
"6645","Liechtenstein","1990","      70.0"
"6646","Sri Lanka","1990","   23390.0"
