"","Country.Name","Year","Population","Total.Land","Agriculture.Land","Forest.Area","Population.Density","CO2Emission","Region","IncomeGroup"
"505","Spain",1998,40223509,499440,299580,32.72355,80.53722,6.5022035,"Europe & Central Asia","High income"
"506","Ethiopia",1998,62794151,1e+06,305080,13.9868,62.79415,0.051272705,"Sub-Saharan Africa","Low income"
"507","Finland",1998,5153498,304590,21920,73.31495,16.91946,11.058284489,"Europe & Central Asia","High income"
"508","Fiji",1998,800315,18270,4300,53.36234,43.80487,0.879733605,"East Asia & Pacific","Upper middle income"
"509","France",1998,60186291,547566,299800,27.61019,109.916,6.270231389,"Europe & Central Asia","High income"
"510","Gambia, The",1998,1160944,10120,5520,45.17787,114.7178,0.202152731,"Sub-Saharan Africa","Low income"
"511","Greece",1998,10720509,128900,87820,27.4678,83.16919,8.185367878,"Europe & Central Asia","High income"
"512","Haiti",1998,8258483,27560,16900,4.005806,299.6547,0.149193502,"Latin America & Caribbean","Low income"
"513","Indonesia",1998,205715544,1811570,438770,56.98714,113.5565,1.021851684,"East Asia & Pacific","Lower middle income"
"514","India",1998,1015974042,2973190,1808740,21.89561,341.7118,0.921501664,"South Asia","Lower middle income"
"515","Ireland",1998,3712696,68890,44160,8.723472,53.8931,10.384593298,"Europe & Central Asia","High income"
"516","Iran, Islamic Rep.",1998,63900630,1628760,647870,5.69497,39.23269,4.835457084,"Middle East & North Africa","Upper middle income"
"517","Iraq",1998,22190250,437370,89000,1.863868,50.73565,3.26142842,"Middle East & North Africa","Upper middle income"
"518","Italy",1998,56906744,294110,154840,27.92561,193.488,7.734648761,"Europe & Central Asia","High income"
"519","Japan",1998,126400000,364500,53100,68.28752,346.7764,9.160044153,"East Asia & Pacific","High income"
"520","Kenya",1998,29769803,569140,264580,6.659873,52.30664,0.337139584,"Sub-Saharan Africa","Lower middle income"
"521","Korea, Rep.",1998,46286503,96460,19690,65.35766,479.8518,7.882070871,"East Asia & Pacific","High income"
"522","Lebanon",1998,3113951,10230,6260,12.80547,304.394,5.346320478,"Middle East & North Africa","Upper middle income"
"523","Liberia",1998,2551062,96320,25600,48.68148,26.48528,0.148056378,"Sub-Saharan Africa","Low income"
"524","Libya",1998,5195502,1759540,154500,0.1233277,2.952762,8.752660859,"Middle East & North Africa","Upper middle income"
"525","Sri Lanka",1998,18425000,62710,23290,35.24797,293.8128,0.424715224,"South Asia","Lower middle income"
"526","Mali",1998,10380835,1220190,376500,4.964801,8.507556,0.0734754,"Sub-Saharan Africa","Low income"
"527","Malta",1998,385287,320,90,1.09375,1204.022,5.567784535,"Middle East & North Africa","High income"
"528","Myanmar",1998,44959935,653540,105130,54.68372,68.79447,0.179679997,"East Asia & Pacific","Lower middle income"
"529","Mauritania",1998,2549223,1030700,397500,0.3265742,2.473293,0.440174124,"Sub-Saharan Africa","Lower middle income"
"530","Mauritius",1998,1160421,2030,1020,20.56158,571.636,1.870755528,"Sub-Saharan Africa","Upper middle income"
"531","Netherlands",1998,15707209,33760,19730,10.57464,465.2609,10.748016786,"Europe & Central Asia","High income"
"532","Nepal",1998,22856305,143000,42254,28.55524,159.8343,0.098508398,"South Asia","Low income"
"533","New Zealand",1998,3815000,263310,149030,38.14059,14.48863,7.871314024,"East Asia & Pacific","High income"
"534","Pakistan",1998,132253264,770880,367600,2.851546,171.5614,0.73845596,"South Asia","Lower middle income"
"535","Panama",1998,2912328,74340,21490,65.93489,39.17579,2.042309108,"Latin America & Caribbean","Upper middle income"
"536","Portugal",1998,10160196,91500,37700,36.7388,111.0404,5.690597799,"Europe & Central Asia","High income"
"537","Romania",1998,22507344,229590,147470,27.73204,98.03277,4.542174901,"Europe & Central Asia","Upper middle income"
"538","Saudi Arabia",1998,19882458,2149690,1737850,0.4544841,9.248988,10.445416004,"Middle East & North Africa","High income"
"539","Sudan",1998,26003542,2376000,1311020,12.34511,13.83407,0.142910349,"Sub-Saharan Africa","Lower middle income"
"540","Singapore",1998,3927213,670,12,24.40299,5861.512,14.588770204,"East Asia & Pacific","High income"
"541","Sierra Leone",1998,4353646,72180,28090,41.02521,60.31651,0.095177927,"Sub-Saharan Africa","Low income"
"542","Sweden",1998,8850974,410340,32310,68.58459,21.56985,5.985459792,"Europe & Central Asia","High income"
"543","Thailand",1998,61597283,510890,200520,32.12003,120.5686,2.668098299,"East Asia & Pacific","Upper middle income"
"544","Tanzania",1998,32451713,885800,338000,59.51682,36.63549,0.078760064,"Sub-Saharan Africa","Low income"
"545","Uganda",1998,22551789,199810,122420,20.24623,112.8662,0.05609821,"Sub-Saharan Africa","Low income"
"546","United States",1998,275854000,9158960,4145880,33.11717,30.11849,19.6151546,"North America","High income"
"547","Samoa",1998,172981,2830,510,57.5265,61.12403,0.76315896,"East Asia & Pacific","Upper middle income"
"548","Yemen, Rep.",1998,16896210,527970,236800,1.039832,32.00222,0.722061871,"Middle East & North Africa","Lower middle income"
"549","South Africa",1998,43584030,1213090,979880,7.617737,35.92811,8.666630162,"Sub-Saharan Africa","Upper middle income"
"550","Afghanistan",1999,19403676,652860,377530,2.067825,29.72104,0.042332597,"South Asia","Low income"
"551","Argentina",1999,36648068,2736690,1284120,11.74897,13.39138,4.010698763,"Latin America & Caribbean","Upper middle income"
"552","Australia",1999,18926000,7682300,4537290,16.76724,2.463585,17.190297686,"East Asia & Pacific","High income"
"553","Austria",1999,7992324,82580,29552,46.40107,96.7828,7.741130615,"Europe & Central Asia","High income"
"554","Bulgaria",1999,8210624,110630,56790,30.46371,74.21698,5.356718076,"Europe & Central Asia","Upper middle income"
"555","Brunei Darussalam",1999,326289,5270,100,75.63567,61.91442,11.980244507,"East Asia & Pacific","High income"
"556","Central African Republic",1999,3676508,622980,51490,35.98767,5.901486,0.071813797,"Sub-Saharan Africa","Low income"
"557","Canada",1999,30499200,9093510,677230,38.25246,3.353952,16.90086481,"North America","High income"
"558","China",1999,1252735000,9388230,5231330,18.64191,133.4368,2.648649247,"East Asia & Pacific","Upper middle income"
"559","Congo, Dem. Rep.",1999,45898667,2267050,256000,69.50019,20.24599,0.030119807,"Sub-Saharan Africa","Low income"
"560","Cabo Verde",1999,426285,4030,710,19.76675,105.7779,0.404304632,"Sub-Saharan Africa","Lower middle income"
"561","Costa Rica",1999,3848723,51060,18880,46.90168,75.37648,1.434892041,"Latin America & Caribbean","Upper middle income"
"562","Cuba",1999,11110004,107400,66600,22.32123,103.4451,2.280074427,"Latin America & Caribbean","Upper middle income"
"563","Cyprus",1999,926050,9240,1442,18.45887,100.2219,6.886143297,"Europe & Central Asia","High income"
"564","Algeria",1999,30765613,2381740,397310,0.6666555,12.91728,2.994210029,"Middle East & North Africa","Upper middle income"
"565","Egypt, Arab Rep.",1999,68626664,995450,34830,0.05776282,68.94034,1.827177043,"Middle East & North Africa","Lower middle income"
"566","Spain",1999,40386875,499440,297780,33.35776,80.86432,6.991264687,"Europe & Central Asia","High income"
"567","Ethiopia",1999,64640054,1e+06,306760,13.8459,64.64005,0.048844127,"Sub-Saharan Africa","Low income"
"568","Finland",1999,5165474,304590,22014,73.50208,16.95878,10.729516401,"Europe & Central Asia","High income"
"569","Fiji",1999,806494,18270,4280,53.51341,44.14308,0.995758183,"East Asia & Pacific","Upper middle income"
"570","France",1999,60496715,547566,299291,27.76597,110.483,6.096279079,"Europe & Central Asia","High income"
"571","Gambia, The",1999,1195420,10120,5520,45.36561,118.1245,0.214727878,"Sub-Saharan Africa","Low income"
"572","Greece",1999,10761698,128900,86700,27.70209,83.48874,8.050452819,"Europe & Central Asia","High income"
"573","Haiti",1999,8404398,27560,16900,3.980406,304.9491,0.15838386,"Latin America & Caribbean","Low income"
"574","Indonesia",1999,208612556,1811570,458770,55.93082,115.1557,1.159992484,"East Asia & Pacific","Lower middle income"
"575","India",1999,1034539214,2973190,1810210,21.94441,347.956,0.962521771,"South Asia","Lower middle income"
"576","Ireland",1999,3754786,68890,44180,8.970242,54.50408,10.693991615,"Europe & Central Asia","High income"
"577","Iran, Islamic Rep.",1999,65062660,1628760,636870,5.710295,39.94613,5.879134115,"Middle East & North Africa","Upper middle income"
"578","Iraq",1999,22878156,437370,87500,1.867069,52.30847,3.159516178,"Middle East & North Africa","Upper middle income"
"579","Italy",1999,56916317,294110,157990,28.19047,193.5205,7.765755082,"Europe & Central Asia","High income"
"580","Japan",1999,126631000,364500,52710,68.26722,347.4102,9.448842945,"East Asia & Pacific","High income"
"581","Kenya",1999,30600397,569140,268760,6.454827,53.76603,0.332422419,"Sub-Saharan Africa","Lower middle income"
"582","Korea, Rep.",1999,46616677,96460,19540,65.27265,483.2747,8.577710247,"East Asia & Pacific","High income"
"583","Lebanon",1999,3156646,10230,5825,12.80547,308.5675,5.224057116,"Middle East & North Africa","Upper middle income"
"584","Liberia",1999,2734518,96320,25900,48.37002,28.38993,0.144828449,"Sub-Saharan Africa","Low income"
"585","Libya",1999,5274163,1759540,154500,0.1233277,2.997467,8.460120781,"Middle East & North Africa","Upper middle income"
"586","Sri Lanka",1999,18532000,62710,23450,35.10126,295.5191,0.465003777,"South Asia","Lower middle income"
"587","Mali",1999,10663723,1220190,376500,4.900057,8.739396,0.074621124,"Sub-Saharan Africa","Low income"
"588","Malta",1999,387578,320,90,1.09375,1211.181,6.055245654,"Middle East & North Africa","High income"
"589","Myanmar",1999,45539435,653540,106090,54.01812,69.68117,0.196960766,"East Asia & Pacific","Lower middle income"
"590","Mauritania",1999,2628803,1030700,397500,0.3170661,2.550503,0.436613546,"Sub-Saharan Africa","Lower middle income"
"591","Mauritius",1999,1175267,2030,1000,20.60099,578.9493,2.065534045,"Sub-Saharan Africa","Upper middle income"
"592","Netherlands",1999,15812088,33760,19670,10.61908,468.3675,10.365965962,"Europe & Central Asia","High income"
"593","Nepal",1999,23305994,143000,42366,27.91399,162.979,0.138145835,"South Asia","Low income"
"594","New Zealand",1999,3835100,263310,149030,38.32327,14.56496,8.510851608,"East Asia & Pacific","High income"
"595","Pakistan",1999,135405584,770880,367560,2.798231,175.6507,0.741358828,"South Asia","Lower middle income"
"596","Panama",1999,2971197,74340,21570,65.70218,39.96768,1.908046488,"Latin America & Caribbean","Upper middle income"
"597","Portugal",1999,10217828,91500,38630,36.63716,111.6703,6.305207232,"Europe & Central Asia","High income"
"598","Romania",1999,22472040,229600,147810,27.72866,97.87474,3.988948711,"Europe & Central Asia","Upper middle income"
"599","Saudi Arabia",1999,20294406,2149690,1737850,0.4544841,9.44062,11.158703142,"Middle East & North Africa","High income"
"600","Sudan",1999,26607042,2376000,1313520,12.27171,14.22779,0.150670884,"Sub-Saharan Africa","Lower middle income"
"601","Singapore",1999,3958723,670,12,24.40299,5908.542,12.647820522,"East Asia & Pacific","High income"
"602","Sierra Leone",1999,4437803,72180,28040,40.75367,61.48245,0.082630978,"Sub-Saharan Africa","Low income"
"603","Sweden",1999,8857874,410340,31940,68.60896,21.58667,5.769666514,"Europe & Central Asia","High income"
"604","Thailand",1999,62306651,510890,200170,32.70841,121.9571,2.826760983,"East Asia & Pacific","Upper middle income"
"605","Tanzania",1999,33291540,885800,339000,59.06525,37.58359,0.076222488,"Sub-Saharan Africa","Low income"
"606","Uganda",1999,23272995,199810,122620,19.80481,116.4756,0.056408125,"Sub-Saharan Africa","Low income"
"607","United States",1999,279040000,9158960,4138870,33.12902,30.46634,19.747814779,"North America","High income"
"608","Samoa",1999,173755,2830,508,58.97527,61.39753,0.801968289,"East Asia & Pacific","Upper middle income"
"609","Yemen, Rep.",1999,17378098,527970,236680,1.039832,32.91493,0.799527256,"Middle East & North Africa","Lower middle income"
"610","South Africa",1999,44233730,1213090,980580,7.617737,36.46368,8.483046218,"Sub-Saharan Africa","Upper middle income"
"611","Afghanistan",2000,20093756,652860,377530,2.067825,30.77805,0.03850634,"South Asia","Low income"
"612","Argentina",2000,37057452,2736690,1285100,11.6418,13.54098,3.835573665,"Latin America & Caribbean","Upper middle income"
"613","Australia",2000,19153000,7682300,4555000,16.77115,2.493134,17.200609826,"East Asia & Pacific","High income"
"614","Austria",2000,8011566,82580,29402,46.47614,97.01581,7.755493495,"Europe & Central Asia","High income"
"615","Bulgaria",2000,8170172,110630,55820,30.5071,73.85132,5.328034342,"Europe & Central Asia","Upper middle income"
"616","Brunei Darussalam",2000,333241,5270,100,75.33207,63.23359,14.140201836,"East Asia & Pacific","High income"
"617","Central African Republic",2000,3754986,622980,51490,35.96263,6.027458,0.07128948,"Sub-Saharan Africa","Low income"
"618","Canada",2000,30769700,9093510,676130,38.24728,3.383699,17.370451613,"North America","High income"
"619","China",2000,1262645000,9388220,5220030,18.85347,134.4925,2.696862433,"East Asia & Pacific","Upper middle income"
"620","Congo, Dem. Rep.",2000,47076387,2267050,256000,69.36283,20.76548,0.017292618,"Sub-Saharan Africa","Low income"
"621","Cabo Verde",2000,435079,4030,710,20.36973,107.96,0.429846074,"Sub-Saharan Africa","Lower middle income"
"622","Costa Rica",2000,3925443,51060,18400,46.53349,76.87902,1.394703986,"Latin America & Caribbean","Upper middle income"
"623","Cuba",2000,11150736,107400,65540,22.67225,103.8244,2.339161379,"Latin America & Caribbean","Upper middle income"
"624","Cyprus",2000,943286,9240,1415,18.57251,102.0872,7.347326262,"Europe & Central Asia","High income"
"625","Algeria",2000,31183660,2381740,400210,0.6629607,13.09281,2.819777826,"Middle East & North Africa","Upper middle income"
"626","Egypt, Arab Rep.",2000,69905988,995450,32910,0.05926968,70.22551,2.021660576,"Middle East & North Africa","Lower middle income"
"627","Spain",2000,40567864,499000,297660,34.02192,81.29832,7.257824346,"Europe & Central Asia","High income"
"628","Ethiopia",2000,66537331,1e+06,306620,13.705,66.53733,0.053348338,"Sub-Saharan Africa","Low income"
"629","Finland",2000,5176209,304590,22180,73.68922,16.99402,10.12847414,"Europe & Central Asia","High income"
"630","Fiji",2000,811223,18270,4280,53.66393,44.40192,1.066799142,"East Asia & Pacific","Upper middle income"
"631","France",2000,60912498,547567,298074,27.9217,111.2421,5.944438217,"Europe & Central Asia","High income"
"632","Gambia, The",2000,1231844,10120,5520,45.55336,121.7237,0.223262848,"Sub-Saharan Africa","Low income"
"633","Greece",2000,10805808,128900,85290,27.93638,83.83094,8.47843382,"Europe & Central Asia","High income"
"634","Haiti",2000,8549200,27560,16900,3.955007,310.2032,0.159990525,"Latin America & Caribbean","Low income"
"635","Indonesia",2000,211540429,1811570,471770,54.8745,116.7719,1.245241613,"East Asia & Pacific","Lower middle income"
"636","India",2000,1053050912,2973190,1809750,21.99321,354.1822,0.979870442,"South Asia","Lower middle income"
"637","Ireland",2000,3805174,68890,44120,9.216867,55.23551,10.834742643,"Europe & Central Asia","High income"
"638","Iran, Islamic Rep.",2000,66131854,1628760,628840,5.725619,40.60258,5.632371837,"Middle East & North Africa","Upper middle income"
"639","Iraq",2000,23565413,437370,83000,1.87027,53.87981,3.074219493,"Middle East & North Africa","Upper middle income"
"640","Italy",2000,56942108,294110,156370,28.45534,193.6082,7.912673166,"Europe & Central Asia","High income"
"641","Japan",2000,126843000,364500,52580,68.24691,347.9918,9.622351624,"East Asia & Pacific","High income"
"642","Kenya",2000,31450483,569140,266710,6.24978,55.25966,0.331249189,"Sub-Saharan Africa","Lower middle income"
"643","Korea, Rep.",2000,47008111,96460,19730,65.18764,487.3327,9.52093176,"East Asia & Pacific","High income"
"644","Lebanon",2000,3235366,10230,5950,12.80547,316.2626,4.712723692,"Middle East & North Africa","Upper middle income"
"645","Liberia",2000,2884522,96320,26100,48.05855,29.94728,0.147467067,"Sub-Saharan Africa","Low income"
"646","Libya",2000,5355751,1759540,154500,0.1233277,3.043836,8.796827186,"Middle East & North Africa","Upper middle income"
"647","Sri Lanka",2000,18655000,62710,23500,34.95455,297.4805,0.548821442,"South Asia","Lower middle income"
"648","Mali",2000,10967690,1220190,386000,4.835313,8.98851,0.074893437,"Sub-Saharan Africa","Low income"
"649","Malta",2000,390087,320,90,1.09375,1219.022,5.292462963,"Middle East & North Africa","High income"
"650","Myanmar",2000,46095462,653540,108120,53.35251,70.53197,0.218848376,"East Asia & Pacific","Lower middle income"
"651","Mauritania",2000,2709359,1030700,397500,0.307558,2.628659,0.433106133,"Sub-Saharan Africa","Lower middle income"
"652","Mauritius",2000,1186873,2030,1010,20.64039,584.6665,2.267789393,"Sub-Saharan Africa","Upper middle income"
"653","Netherlands",2000,15925513,33760,19560,10.66351,471.7273,10.383089763,"Europe & Central Asia","High income"
"654","Nepal",2000,23740911,143350,42491,27.20614,165.615,0.129282276,"South Asia","Low income"
"655","New Zealand",2000,3857700,263310,154130,38.50594,14.65079,8.549394199,"East Asia & Pacific","High income"
"656","Pakistan",2000,138523285,770880,366980,2.744915,179.695,0.768458119,"South Asia","Lower middle income"
"657","Panama",2000,3030347,74340,22300,65.46946,40.76334,1.910735965,"Latin America & Caribbean","Upper middle income"
"658","Portugal",2000,10289898,91500,38300,36.53552,112.4579,6.096403385,"Europe & Central Asia","High income"
"659","Romania",2000,22442971,229710,148570,27.7132,97.70132,4.040518655,"Europe & Central Asia","Upper middle income"
"660","Saudi Arabia",2000,20764312,2149690,1737850,0.4544841,9.659212,14.300272747,"Middle East & North Africa","High income"
"661","Sudan",2000,27250535,2376000,1315750,12.1983,14.63496,0.159133714,"Sub-Saharan Africa","Lower middle income"
"662","Singapore",2000,4027887,670,12,24.40299,6011.772,12.166624337,"East Asia & Pacific","High income"
"663","Sierra Leone",2000,4564297,72180,28100,40.48213,63.23493,0.093195513,"Sub-Saharan Africa","Low income"
"664","Sweden",2000,8872109,410340,31530,68.63333,21.62136,5.562430083,"Europe & Central Asia","High income"
"665","Thailand",2000,62958021,510890,198340,33.2968,123.232,2.879232989,"East Asia & Pacific","Upper middle income"
"666","Tanzania",2000,34178042,885800,340000,58.61368,38.58438,0.077571471,"Sub-Saharan Africa","Low income"
"667","Uganda",2000,24039274,199810,125120,19.3634,120.3107,0.059491397,"Sub-Saharan Africa","Low income"
"668","United States",2000,282162411,9161920,4143990,33.13017,30.7973,20.207614759,"North America","High income"
"669","Samoa",2000,174610,2830,480,60.42403,61.69965,0.798041349,"East Asia & Pacific","Upper middle income"
"670","Yemen, Rep.",2000,17874725,527970,236690,1.039832,33.85557,0.818958837,"Middle East & North Africa","Lower middle income"
"671","South Africa",2000,44896856,1213090,981250,7.617737,37.01033,8.434118884,"Sub-Saharan Africa","Upper middle income"
"672","Afghanistan",2001,20966463,652860,377530,2.067825,32.11479,0.030432315,"South Asia","Low income"
"673","Argentina",2001,37471509,2736690,1286060,11.51946,13.69227,3.568599866,"Latin America & Caribbean","Upper middle income"
"674","Australia",2001,19413000,7682300,4557000,16.73991,2.526978,16.733367434,"East Asia & Pacific","High income"
"675","Austria",2001,8042293,82580,29161,46.50763,97.3879,8.17270746,"Europe & Central Asia","High income"
"676","Bulgaria",2001,8009142,110630,54980,31.00606,72.39575,5.800066474,"Europe & Central Asia","Upper middle income"
"677","Brunei Darussalam",2001,340117,5270,110,75.02846,64.53833,13.250566717,"East Asia & Pacific","High income"
"678","Central African Republic",2001,3832203,622980,51490,35.93759,6.151406,0.064111687,"Sub-Saharan Africa","Low income"
"679","Canada",2001,31081900,9093510,675020,38.24231,3.418031,16.985029519,"North America","High income"
"680","China",2001,1271850000,9388214.2,5199150,19.19526,135.473,2.742120813,"East Asia & Pacific","Upper middle income"
"681","Congo, Dem. Rep.",2001,48394338,2267050,255500,69.22547,21.34683,0.017276319,"Sub-Saharan Africa","Low income"
"682","Cabo Verde",2001,443716,4030,730,20.44417,110.1032,0.471064825,"Sub-Saharan Africa","Lower middle income"
"683","Costa Rica",2001,3996798,51060,18330,46.98394,78.2765,1.441368065,"Latin America & Caribbean","Upper middle income"
"684","Cuba",2001,11186542,107400,66560,23.16015,104.1577,2.275291775,"Latin America & Caribbean","Upper middle income"
"685","Cyprus",2001,960282,9240,1400,18.59957,103.9266,7.129456764,"Europe & Central Asia","High income"
"686","Algeria",2001,31592153,2381740,401090,0.6593499,13.26432,2.66817298,"Middle East & North Africa","Upper middle income"
"687","Egypt, Arab Rep.",2001,71226940,995450,33380,0.06087699,71.5525,1.761296175,"Middle East & North Africa","Lower middle income"
"688","Spain",2001,40850412,498520,295200,34.1771,81.94338,7.290748328,"Europe & Central Asia","High income"
"689","Ethiopia",2001,68492257,1e+06,306054,13.564,68.49226,0.063550673,"Sub-Saharan Africa","Low income"
"690","Finland",2001,5188008,304590,22220,73.49092,17.03276,10.996742102,"Europe & Central Asia","High income"
"691","Fiji",2001,814218,18270,4280,53.84784,44.56585,1.369127187,"East Asia & Pacific","Upper middle income"
"692","France",2001,61357431,547567,297133,28.13062,112.0547,6.150669916,"Europe & Central Asia","High income"
"693","Gambia, The",2001,1270495,10120,5400,45.75099,125.543,0.222243299,"Sub-Saharan Africa","Low income"
"694","Greece",2001,10862132,128900,85020,28.17067,84.2679,8.636014274,"Europe & Central Asia","High income"
"695","Haiti",2001,8692567,27560,16700,3.92598,315.4052,0.1805538,"Latin America & Caribbean","Low income"
"696","Indonesia",2001,214506502,1811570,477000,54.70316,118.4092,1.374818345,"East Asia & Pacific","Lower middle income"
"697","India",2001,1071477855,2973190,1804870,22.14921,360.3799,0.97169808,"South Asia","Lower middle income"
"698","Ireland",2001,3866243,68890,44100,9.390768,56.12198,11.388231159,"Europe & Central Asia","High income"
"699","Iran, Islamic Rep.",2001,67096414,1628760,638230,5.893391,41.19478,5.94156798,"Middle East & North Africa","Upper middle income"
"700","Iraq",2001,24251649,437370,84900,1.873471,55.44882,3.519022191,"Middle East & North Africa","Upper middle income"
"701","Italy",2001,56974100,294110,155020,28.72055,193.717,7.904432663,"Europe & Central Asia","High income"
"702","Japan",2001,127149000,364500,47930,68.27929,348.8313,9.464308709,"East Asia & Pacific","High income"
"703","Kenya",2001,32321482,569140,268390,6.42197,56.79004,0.289874858,"Sub-Saharan Africa","Lower middle income"
"704","Korea, Rep.",2001,47370164,96740,19450,64.93074,489.6647,9.503744234,"East Asia & Pacific","High income"
"705","Lebanon",2001,3359859,10230,5980,12.913,328.432,4.81313948,"Middle East & North Africa","Upper middle income"
"706","Liberia",2001,2991132,96320,26100,47.74709,31.05411,0.165504231,"Sub-Saharan Africa","Low income"
"707","Libya",2001,5440566,1759540,154500,0.1233277,3.092039,8.84099908,"Middle East & North Africa","Upper middle income"
"708","Sri Lanka",2001,18797000,62710,23510,34.71855,299.7449,0.555600149,"South Asia","Lower middle income"
"709","Mali",2001,11293258,1220190,392740,4.770569,9.255327,0.073383783,"Sub-Saharan Africa","Low income"
"710","Malta",2001,393028,320,100,1.09375,1228.213,6.325824114,"Middle East & North Africa","High income"
"711","Myanmar",2001,46627994,653540,109390,52.87909,71.34681,0.187093466,"East Asia & Pacific","Lower middle income"
"712","Mauritania",2001,2790729,1030700,397120,0.2978558,2.707606,0.455955774,"Sub-Saharan Africa","Lower middle income"
"713","Mauritius",2001,1196287,2030,1020,20.27586,589.3039,2.39401331,"Sub-Saharan Africa","Upper middle income"
"714","Netherlands",2001,16046180,33760,19310,10.69313,475.3015,10.473891231,"Europe & Central Asia","High income"
"715","Nepal",2001,24161777,143350,42590,26.83781,168.5509,0.135225857,"South Asia","Low income"
"716","New Zealand",2001,3880500,263310,154180,38.53936,14.73738,8.87715449,"East Asia & Pacific","High income"
"717","Pakistan",2001,141601437,770880,369720,2.689394,183.688,0.764701583,"South Asia","Lower middle income"
"718","Panama",2001,3089684,74340,22404,65.24079,41.56153,2.268075635,"Latin America & Caribbean","Upper middle income"
"719","Portugal",2001,10362722,91500,37950,36.43279,113.2538,6.056037979,"Europe & Central Asia","High income"
"720","Romania",2001,22131970,229710,147980,27.73497,96.34744,4.366207979,"Europe & Central Asia","Upper middle income"
"721","Saudi Arabia",2001,21303592,2149690,1737910,0.4544841,9.910076,13.951356982,"Middle East & North Africa","High income"
"722","Sudan",2001,27945005,2376000,1320930,12.12489,15.05596,0.178055693,"Sub-Saharan Africa","Lower middle income"
"723","Singapore",2001,4138012,670,12,24.40299,6176.137,11.97221516,"East Asia & Pacific","High income"
"724","Sierra Leone",2001,4739147,72180,30015.2,40.21058,65.65734,0.11993403,"Sub-Saharan Africa","Low income"
"725","Sweden",2001,8895960,410340,31540,68.66014,21.67949,5.747026066,"Europe & Central Asia","High income"
"726","Thailand",2001,63543322,510890,198280,32.94016,124.3777,3.062483198,"East Asia & Pacific","Upper middle income"
"727","Tanzania",2001,35117019,885800,341000,58.16211,39.64441,0.089072224,"Sub-Saharan Africa","Low income"
"728","Uganda",2001,24854892,199810,126120,18.92298,124.3926,0.060784975,"Sub-Saharan Africa","Low income"
"729","United States",2001,284968955,9161920,4149440,33.15683,31.10363,19.656193212,"North America","High income"
"730","Samoa",2001,175566,2830,480,60.42403,62.03746,0.81458255,"East Asia & Pacific","Upper middle income"
"731","Yemen, Rep.",2001,18390135,527970,235950,1.039832,34.83178,0.883742507,"Middle East & North Africa","Lower middle income"
"732","South Africa",2001,45312937,1213090,980130,7.617737,37.35332,8.21052096,"Sub-Saharan Africa","Upper middle income"
"733","Afghanistan",2002,21979923,652860,377530,2.067825,33.66713,0.040207011,"South Asia","Low income"
"734","Argentina",2002,37889370,2736690,1287100,11.39713,13.84496,3.291547735,"Latin America & Caribbean","Upper middle income"
"735","Australia",2002,19651400,7682300,4470000,16.70867,2.55801,17.370451774,"East Asia & Pacific","High income"
"736","Austria",2002,8081957,82580,29022,46.53911,97.86821,8.279151819,"Europe & Central Asia","High income"
"737","Bulgaria",2002,7837161,108800,53250,32.03493,72.03273,5.695266947,"Europe & Central Asia","Upper middle income"
"738","Brunei Darussalam",2002,346867,5270,110,74.72486,65.81917,12.622699767,"East Asia & Pacific","High income"
"739","Central African Republic",2002,3907612,622980,51490,35.91255,6.272452,0.062874461,"Sub-Saharan Africa","Low income"
"740","Canada",2002,31362000,9093510,675170,38.23734,3.448833,16.559377846,"North America","High income"
"741","China",2002,1280400000,9388213.2,5185330,19.53704,136.3838,2.885225041,"East Asia & Pacific","Upper middle income"
"742","Congo, Dem. Rep.",2002,49835756,2267050,255500,69.08811,21.98265,0.018616172,"Sub-Saharan Africa","Low income"
"743","Cabo Verde",2002,452106,4030,740,20.51861,112.1851,0.535321363,"Sub-Saharan Africa","Lower middle income"
"744","Costa Rica",2002,4063204,51060,18260,47.43439,79.57705,1.556794835,"Latin America & Caribbean","Upper middle income"
"745","Cuba",2002,11217998,106390,66540,23.87254,105.4422,2.325789771,"Latin America & Caribbean","Upper middle income"
"746","Cyprus",2002,976966,9240,1400,18.62662,105.7323,7.187870407,"Europe & Central Asia","High income"
"747","Algeria",2002,31995046,2381740,398550,0.6557391,13.43348,2.839614358,"Middle East & North Africa","Upper middle income"
"748","Egypt, Arab Rep.",2002,72590118,995450,34240,0.0624843,72.92191,1.752215942,"Middle East & North Africa","Lower middle income"
"749","Spain",2002,41431558,499040,294190,34.26379,83.02252,7.591280782,"Europe & Central Asia","High income"
"750","Ethiopia",2002,70497192,1e+06,304980,13.423,70.49719,0.064136044,"Sub-Saharan Africa","Low income"
"751","Finland",2002,5200598,304590,22360,73.29262,17.07409,11.86067583,"Europe & Central Asia","High income"
"752","Fiji",2002,815691,18270,4280,54.03229,44.64647,1.024991081,"East Asia & Pacific","Upper middle income"
"753","France",2002,61805267,547567,296107,28.33955,112.8725,6.066113217,"Europe & Central Asia","High income"
"754","Gambia, The",2002,1311349,10120,5170,45.94862,129.5799,0.240486705,"Sub-Saharan Africa","Low income"
"755","Greece",2002,10902022,128900,84460,28.40497,84.57736,8.591970187,"Europe & Central Asia","High income"
"756","Haiti",2002,8834733,27560,16700,3.896952,320.5636,0.206703021,"Latin America & Caribbean","Low income"
"757","Indonesia",2002,217508059,1811570,481810,54.53181,120.0661,1.410233797,"East Asia & Pacific","Lower middle income"
