"","Country.Name","Year","Total.Land"
"7759","Iceland","1991","   100250.0"
"7760","Israel","1991","    21640.0"
"7761","Italy","1991","   294110.0"
"7762","Jamaica","1991","    10830.0"
"7763","Jordan","1991","    88240.0"
"7764","Japan","1991","   364600.0"
"7765","Kazakhstan","1991","  2699700.0"
"7766","Kenya","1991","   569140.0"
"7767","Kyrgyz Republic","1991","   191800.0"
"7768","Cambodia","1991","   176520.0"
"7769","Kiribati","1991","      810.0"
"7770","St. Kitts and Nevis","1991","      260.0"
"7771","Korea, Rep.","1991","    96460.0"
"7772","Kuwait","1991","    17820.0"
"7773","Latin America & Caribbean (excluding high income)","1991"," 19125130.0"
"7774","Lao PDR","1991","   230800.0"
"7775","Lebanon","1991","    10230.0"
"7776","Liberia","1991","    96320.0"
"7777","Libya","1991","  1759540.0"
"7778","St. Lucia","1991","      610.0"
"7779","Latin America & Caribbean","1991"," 20071224.4"
"7780","Least developed countries: UN classification","1991"," 20146544.0"
"7781","Low income","1991"," 13380901.0"
"7782","Liechtenstein","1991","      160.0"
"7783","Sri Lanka","1991","    62710.0"
"7784","Lower middle income","1991"," 23179680.0"
"7785","Low & middle income","1991"," 94733558.0"
"7786","Lesotho","1991","    30360.0"
"7787","Late-demographic dividend","1991"," 44559315.0"
"7788","Lithuania","1991","    62680.0"
"7789","Latvia","1991","    62196.0"
"7790","Macao SAR, China","1991","       20.0"
"7791","St. Martin (French part)","1991","       54.4"
"7792","Morocco","1991","   446300.0"
"7793","Monaco","1991","        2.0"
"7794","Moldova","1991","    32870.0"
"7795","Madagascar","1991","   581540.0"
"7796","Maldives","1991","      300.0"
"7797","Middle East & North Africa","1991"," 11238810.0"
"7798","Mexico","1991","  1943950.0"
"7799","Middle income","1991"," 81408587.0"
"7800","Macedonia, FYR","1991","    25430.0"
"7801","Mali","1991","  1220190.0"
"7802","Malta","1991","      320.0"
"7803","Myanmar","1991","   653540.0"
"7804","Middle East & North Africa (excluding high income)","1991","  8643940.0"
"7805","Montenegro","1991","    13450.0"
"7806","Mongolia","1991","  1553560.0"
"7807","Mozambique","1991","   786380.0"
"7808","Mauritania","1991","  1030700.0"
"7809","Mauritius","1991","     2030.0"
"7810","Malawi","1991","    94280.0"
"7811","Malaysia","1991","   328550.0"
"7812","North America","1991"," 18252520.0"
"7813","Namibia","1991","   823290.0"
"7814","New Caledonia","1991","    18280.0"
"7815","Niger","1991","  1266700.0"
"7816","Nigeria","1991","   910770.0"
"7817","Nicaragua","1991","   120340.0"
"7818","Netherlands","1991","    33760.0"
"7819","Norway","1991","   365245.0"
"7820","Nepal","1991","   143000.0"
"7821","Nauru","1991","       20.0"
"7822","New Zealand","1991","   263310.0"
"7823","OECD members","1991"," 34384298.0"
"7824","Oman","1991","   309500.0"
"7825","Other small states","1991","  2039234.0"
"7826","Pakistan","1991","   770880.0"
"7827","Panama","1991","    74340.0"
"7828","Peru","1991","  1280000.0"
"7829","Philippines","1991","   298170.0"
"7830","Papua New Guinea","1991","   452860.0"
"7831","Poland","1991","   306290.0"
"7832","Pre-demographic dividend","1991"," 20066611.0"
"7833","Puerto Rico","1991","     8870.0"
"7834","Korea, Dem. People’s Rep.","1991","   120410.0"
"7835","Portugal","1991","    91500.0"
"7836","Paraguay","1991","   397300.0"
"7837","West Bank and Gaza","1991","     6020.0"
"7838","Pacific island small states","1991","    64200.0"
"7839","Post-demographic dividend","1991"," 31450110.0"
"7840","French Polynesia","1991","     3660.0"
"7841","Qatar","1991","    11610.0"
"7842","Romania","1991","   229460.0"
"7843","Russian Federation","1991"," 16389950.0"
"7844","Rwanda","1991","    24670.0"
"7845","South Asia","1991","  4779833.0"
"7846","Saudi Arabia","1991","  2149690.0"
"7847","Sudan","1991","  2376000.0"
"7848","Senegal","1991","   192530.0"
"7849","Singapore","1991","      670.0"
"7850","Solomon Islands","1991","    27990.0"
"7851","Sierra Leone","1991","    72180.0"
"7852","El Salvador","1991","    20720.0"
"7853","San Marino","1991","       60.0"
"7854","Somalia","1991","   627340.0"
"7855","Serbia","1991","    87460.0"
"7856","Sub-Saharan Africa (excluding high income)","1991"," 23616931.0"
"7857","Sub-Saharan Africa","1991"," 23617391.0"
"7858","Small states","1991","  2508284.0"
"7859","Sao Tome and Principe","1991","      960.0"
"7860","Suriname","1991","   156000.0"
"7861","Slovak Republic","1991","    48100.0"
"7862","Slovenia","1991","    20140.0"
"7863","Sweden","1991","   410340.0"
"7864","Swaziland","1991","    17200.0"
"7865","Sint Maarten (Dutch part)","1991","       34.0"
"7866","Seychelles","1991","      460.0"
"7867","Syrian Arab Republic","1991","   183780.0"
"7868","Turks and Caicos Islands","1991","      950.0"
"7869","Chad","1991","  1259200.0"
"7870","East Asia & Pacific (IDA & IBRD countries)","1991"," 15809270.0"
"7871","Europe & Central Asia (IDA & IBRD countries)","1991"," 23000524.0"
"7872","Togo","1991","    54390.0"
"7873","Thailand","1991","   510890.0"
"7874","Tajikistan","1991","   139960.0"
"7875","Turkmenistan","1991","   469930.0"
"7876","Latin America & the Caribbean (IDA & IBRD countries)","1991"," 19942112.0"
"7877","Timor-Leste","1991","    14870.0"
"7878","Middle East & North Africa (IDA & IBRD countries)","1991","  8637920.0"
"7879","Tonga","1991","      720.0"
"7880","South Asia (IDA & IBRD)","1991","  4779833.0"
"7881","Sub-Saharan Africa (IDA & IBRD countries)","1991"," 23617391.0"
"7882","Trinidad and Tobago","1991","     5130.0"
"7883","Tunisia","1991","   155360.0"
"7884","Turkey","1991","   769630.0"
"7885","Tuvalu","1991","       30.0"
"7886","Tanzania","1991","   885800.0"
"7887","Uganda","1991","   199810.0"
"7888","Ukraine","1991","   579350.0"
"7889","Upper middle income","1991"," 58228907.0"
"7890","Uruguay","1991","   175020.0"
"7891","United States","1991","  9158960.0"
"7892","Uzbekistan","1991","   425400.0"
"7893","St. Vincent and the Grenadines","1991","      390.0"
"7894","Venezuela, RB","1991","   882050.0"
"7895","British Virgin Islands","1991","      150.0"
"7896","Virgin Islands (U.S.)","1991","      350.0"
"7897","Vietnam","1991","   325490.0"
"7898","Vanuatu","1991","    12190.0"
"7899","World","1991","129718746.4"
"7900","Samoa","1991","     2830.0"
"7901","Kosovo","1991","    10887.0"
"7902","Yemen, Rep.","1991","   527970.0"
"7903","South Africa","1991","  1213090.0"
"7904","Zambia","1991","   743390.0"
"7905","Zimbabwe","1991","   386850.0"
"7906","Aruba","1992","      180.0"
"7907","Afghanistan","1992","   652860.0"
"7908","Angola","1992","  1246700.0"
"7909","Albania","1992","    27400.0"
"7910","Andorra","1992","      470.0"
"7911","Arab World","1992"," 13624011.0"
"7912","United Arab Emirates","1992","    83600.0"
"7913","Argentina","1992","  2736690.0"
"7914","Armenia","1992","    28470.0"
"7915","American Samoa","1992","      200.0"
"7916","Antigua and Barbuda","1992","      440.0"
"7917","Australia","1992","  7682300.0"
"7918","Austria","1992","    82580.0"
"7919","Azerbaijan","1992","    83217.0"
"7920","Burundi","1992","    25680.0"
"7921","Benin","1992","   112760.0"
"7922","Burkina Faso","1992","   273600.0"
"7923","Bangladesh","1992","   130170.0"
"7924","Bulgaria","1992","   110630.0"
"7925","Bahrain","1992","      710.0"
"7926","Bahamas, The","1992","    10010.0"
"7927","Bosnia and Herzegovina","1992","    51200.0"
"7928","Belarus","1992","   202840.0"
"7929","Belize","1992","    22810.0"
"7930","Bermuda","1992","       50.0"
"7931","Bolivia","1992","  1083300.0"
"7932","Brazil","1992","  8358140.0"
"7933","Barbados","1992","      430.0"
"7934","Brunei Darussalam","1992","     5270.0"
"7935","Bhutan","1992","    46723.0"
"7936","Botswana","1992","   566730.0"
"7937","Central African Republic","1992","   622980.0"
"7938","Canada","1992","  9093510.0"
"7939","Central Europe and the Baltics","1992","  1104936.0"
"7940","Switzerland","1992","    39529.0"
"7941","Channel Islands","1992","      190.0"
"7942","Chile","1992","   743532.0"
"7943","China","1992","  9388250.0"
"7944","Cote d'Ivoire","1992","   318000.0"
"7945","Cameroon","1992","   472710.0"
"7946","Congo, Dem. Rep.","1992","  2267050.0"
"7947","Congo, Rep.","1992","   341500.0"
"7948","Colombia","1992","  1109500.0"
"7949","Comoros","1992","     1861.0"
"7950","Cabo Verde","1992","     4030.0"
"7951","Costa Rica","1992","    51060.0"
"7952","Caribbean small states","1992","   404850.0"
"7953","Cuba","1992","   107400.0"
"7954","Curacao","1992","      444.0"
"7955","Cayman Islands","1992","      240.0"
"7956","Cyprus","1992","     9240.0"
"7957","Czech Republic","1992","    77270.0"
"7958","Germany","1992","   349130.0"
"7959","Djibouti","1992","    23180.0"
"7960","Dominica","1992","      750.0"
"7961","Denmark","1992","    42430.0"
"7962","Dominican Republic","1992","    48310.0"
"7963","Algeria","1992","  2381740.0"
"7964","East Asia & Pacific (excluding high income)","1992"," 15929880.0"
"7965","Early-demographic dividend","1992"," 33246633.0"
"7966","East Asia & Pacific","1992"," 24401850.0"
"7967","Europe & Central Asia (excluding high income)","1992"," 22694434.0"
"7968","Europe & Central Asia","1992"," 27357358.0"
"7969","Ecuador","1992","   276840.0"
"7970","Egypt, Arab Rep.","1992","   995450.0"
"7971","Euro area","1992","  2645532.0"
"7972","Spain","1992","   499440.0"
"7973","Estonia","1992","    42390.0"
"7974","Ethiopia","1992","  1101000.0"
"7975","European Union","1992","  4209662.0"
"7976","Fragile and conflict affected situations","1992"," 14723328.0"
"7977","Finland","1992","   304590.0"
"7978","Fiji","1992","    18270.0"
"7979","France","1992","   547566.0"
"7980","Faroe Islands","1992","     1396.0"
"7981","Gabon","1992","   257670.0"
"7982","United Kingdom","1992","   241930.0"
"7983","Georgia","1992","    69490.0"
"7984","Ghana","1992","   227540.0"
"7985","Gibraltar","1992","       10.0"
"7986","Guinea","1992","   245720.0"
"7987","Gambia, The","1992","    10120.0"
"7988","Guinea-Bissau","1992","    28120.0"
"7989","Equatorial Guinea","1992","    28050.0"
"7990","Greece","1992","   128900.0"
"7991","Grenada","1992","      340.0"
"7992","Greenland","1992","   341700.0"
"7993","Guatemala","1992","   107160.0"
"7994","Guam","1992","      540.0"
"7995","Guyana","1992","   196850.0"
"7996","High income","1992"," 34929318.4"
"7997","Hong Kong SAR, China","1992","      990.0"
"7998","Honduras","1992","   111890.0"
"7999","Heavily indebted poor countries (HIPC)","1992"," 19753821.0"
"8000","Croatia","1992","    55910.0"
"8001","Haiti","1992","    27560.0"
"8002","Hungary","1992","    89870.0"
"8003","IBRD only","1992"," 69458969.0"
"8004","IDA & IBRD total","1992"," 95787250.0"
"8005","IDA total","1992"," 26328281.0"
"8006","IDA blend","1992","  5937530.0"
"8007","Indonesia","1992","  1811570.0"
"8008","IDA only","1992"," 20390751.0"
"8009","Isle of Man","1992","      570.0"
"8010","India","1992","  2973190.0"
"8011","Ireland","1992","    68890.0"
"8012","Iran, Islamic Rep.","1992","  1628760.0"
"8013","Iraq","1992","   437370.0"
"8014","Iceland","1992","   100250.0"
"8015","Israel","1992","    21640.0"
"8016","Italy","1992","   294110.0"
"8017","Jamaica","1992","    10830.0"
"8018","Jordan","1992","    88240.0"
"8019","Japan","1992","   364600.0"
"8020","Kazakhstan","1992","  2699700.0"
"8021","Kenya","1992","   569140.0"
"8022","Kyrgyz Republic","1992","   191800.0"
"8023","Cambodia","1992","   176520.0"
"8024","Kiribati","1992","      810.0"
"8025","St. Kitts and Nevis","1992","      260.0"
"8026","Korea, Rep.","1992","    96460.0"
"8027","Kuwait","1992","    17820.0"
"8028","Latin America & Caribbean (excluding high income)","1992"," 19125130.0"
"8029","Lao PDR","1992","   230800.0"
"8030","Lebanon","1992","    10230.0"
"8031","Liberia","1992","    96320.0"
"8032","Libya","1992","  1759540.0"
"8033","St. Lucia","1992","      610.0"
"8034","Latin America & Caribbean","1992"," 20071224.4"
"8035","Least developed countries: UN classification","1992"," 20146544.0"
"8036","Low income","1992"," 13380901.0"
"8037","Liechtenstein","1992","      160.0"
"8038","Sri Lanka","1992","    62710.0"
"8039","Lower middle income","1992"," 23179680.0"
"8040","Low & middle income","1992"," 94733758.0"
"8041","Lesotho","1992","    30360.0"
"8042","Late-demographic dividend","1992"," 44559315.0"
"8043","Lithuania","1992","    62680.0"
"8044","Latvia","1992","    62196.0"
"8045","Macao SAR, China","1992","       20.0"
"8046","St. Martin (French part)","1992","       54.4"
"8047","Morocco","1992","   446300.0"
"8048","Monaco","1992","        2.0"
"8049","Moldova","1992","    32870.0"
"8050","Madagascar","1992","   581540.0"
"8051","Maldives","1992","      300.0"
"8052","Middle East & North Africa","1992"," 11238830.0"
"8053","Mexico","1992","  1943950.0"
"8054","Middle income","1992"," 81408787.0"
"8055","Macedonia, FYR","1992","    25430.0"
"8056","Mali","1992","  1220190.0"
"8057","Malta","1992","      320.0"
"8058","Myanmar","1992","   653540.0"
"8059","Middle East & North Africa (excluding high income)","1992","  8643940.0"
"8060","Montenegro","1992","    13450.0"
"8061","Mongolia","1992","  1553560.0"
"8062","Mozambique","1992","   786380.0"
"8063","Mauritania","1992","  1030700.0"
"8064","Mauritius","1992","     2030.0"
"8065","Malawi","1992","    94280.0"
"8066","Malaysia","1992","   328550.0"
"8067","North America","1992"," 18252520.0"
"8068","Namibia","1992","   823290.0"
"8069","New Caledonia","1992","    18280.0"
"8070","Niger","1992","  1266700.0"
"8071","Nigeria","1992","   910770.0"
"8072","Nicaragua","1992","   120340.0"
"8073","Netherlands","1992","    33760.0"
"8074","Norway","1992","   365245.0"
"8075","Nepal","1992","   143000.0"
"8076","Nauru","1992","       20.0"
"8077","New Zealand","1992","   263310.0"
"8078","OECD members","1992"," 34384338.0"
"8079","Oman","1992","   309500.0"
"8080","Other small states","1992","  2039254.0"
"8081","Pakistan","1992","   770880.0"
"8082","Panama","1992","    74340.0"
"8083","Peru","1992","  1280000.0"
"8084","Philippines","1992","   298170.0"
"8085","Papua New Guinea","1992","   452860.0"
"8086","Poland","1992","   306290.0"
"8087","Pre-demographic dividend","1992"," 20066611.0"
"8088","Puerto Rico","1992","     8870.0"
"8089","Korea, Dem. People’s Rep.","1992","   120410.0"
"8090","Portugal","1992","    91500.0"
"8091","Paraguay","1992","   397300.0"
"8092","West Bank and Gaza","1992","     6020.0"
"8093","Pacific island small states","1992","    64200.0"
"8094","Post-demographic dividend","1992"," 31450350.0"
"8095","French Polynesia","1992","     3660.0"
"8096","Qatar","1992","    11610.0"
"8097","Romania","1992","   229460.0"
"8098","Russian Federation","1992"," 16389950.0"
"8099","Rwanda","1992","    24670.0"
"8100","South Asia","1992","  4779833.0"
"8101","Saudi Arabia","1992","  2149690.0"
"8102","Sudan","1992","  2376000.0"
"8103","Senegal","1992","   192530.0"
"8104","Singapore","1992","      670.0"
"8105","Solomon Islands","1992","    27990.0"
"8106","Sierra Leone","1992","    72180.0"
"8107","El Salvador","1992","    20720.0"
"8108","San Marino","1992","       60.0"
"8109","Somalia","1992","   627340.0"
"8110","Serbia","1992","    87460.0"
"8111","Sub-Saharan Africa (excluding high income)","1992"," 23616931.0"
"8112","Sub-Saharan Africa","1992"," 23617391.0"
"8113","Small states","1992","  2508304.0"
"8114","Sao Tome and Principe","1992","      960.0"
"8115","Suriname","1992","   156000.0"
"8116","Slovak Republic","1992","    48100.0"
"8117","Slovenia","1992","    20140.0"
"8118","Sweden","1992","   410340.0"
"8119","Swaziland","1992","    17200.0"
"8120","Sint Maarten (Dutch part)","1992","       34.0"
"8121","Seychelles","1992","      460.0"
"8122","Syrian Arab Republic","1992","   183780.0"
"8123","Turks and Caicos Islands","1992","      950.0"
"8124","Chad","1992","  1259200.0"
"8125","East Asia & Pacific (IDA & IBRD countries)","1992"," 15809270.0"
"8126","Europe & Central Asia (IDA & IBRD countries)","1992"," 23000724.0"
"8127","Togo","1992","    54390.0"
"8128","Thailand","1992","   510890.0"
"8129","Tajikistan","1992","   139960.0"
"8130","Turkmenistan","1992","   469930.0"
"8131","Latin America & the Caribbean (IDA & IBRD countries)","1992"," 19942112.0"
"8132","Timor-Leste","1992","    14870.0"
"8133","Middle East & North Africa (IDA & IBRD countries)","1992","  8637920.0"
"8134","Tonga","1992","      720.0"
"8135","South Asia (IDA & IBRD)","1992","  4779833.0"
"8136","Sub-Saharan Africa (IDA & IBRD countries)","1992"," 23617391.0"
"8137","Trinidad and Tobago","1992","     5130.0"
"8138","Tunisia","1992","   155360.0"
"8139","Turkey","1992","   769630.0"
"8140","Tuvalu","1992","       30.0"
"8141","Tanzania","1992","   885800.0"
"8142","Uganda","1992","   199810.0"
"8143","Ukraine","1992","   579350.0"
"8144","Upper middle income","1992"," 58229107.0"
"8145","Uruguay","1992","   175020.0"
"8146","United States","1992","  9158960.0"
"8147","Uzbekistan","1992","   425400.0"
"8148","St. Vincent and the Grenadines","1992","      390.0"
"8149","Venezuela, RB","1992","   882050.0"
"8150","British Virgin Islands","1992","      150.0"
"8151","Virgin Islands (U.S.)","1992","      350.0"
"8152","Vietnam","1992","   325490.0"
"8153","Vanuatu","1992","    12190.0"
"8154","World","1992","129719006.4"
"8155","Samoa","1992","     2830.0"
"8156","Kosovo","1992","    10887.0"
"8157","Yemen, Rep.","1992","   527970.0"
"8158","South Africa","1992","  1213090.0"
"8159","Zambia","1992","   743390.0"
"8160","Zimbabwe","1992","   386850.0"
"8161","Aruba","1993","      180.0"
"8162","Afghanistan","1993","   652860.0"
"8163","Angola","1993","  1246700.0"
"8164","Albania","1993","    27400.0"
"8165","Andorra","1993","      470.0"
"8166","Arab World","1993"," 13624011.0"
"8167","United Arab Emirates","1993","    83600.0"
"8168","Argentina","1993","  2736690.0"
"8169","Armenia","1993","    28470.0"
"8170","American Samoa","1993","      200.0"
"8171","Antigua and Barbuda","1993","      440.0"
"8172","Australia","1993","  7682300.0"
"8173","Austria","1993","    82580.0"
"8174","Azerbaijan","1993","    83217.0"
"8175","Burundi","1993","    25680.0"
"8176","Benin","1993","   112760.0"
"8177","Burkina Faso","1993","   273600.0"
"8178","Bangladesh","1993","   130170.0"
"8179","Bulgaria","1993","   110630.0"
"8180","Bahrain","1993","      710.0"
"8181","Bahamas, The","1993","    10010.0"
"8182","Bosnia and Herzegovina","1993","    51200.0"
"8183","Belarus","1993","   202840.0"
"8184","Belize","1993","    22810.0"
"8185","Bermuda","1993","       50.0"
"8186","Bolivia","1993","  1083300.0"
"8187","Brazil","1993","  8358140.0"
"8188","Barbados","1993","      430.0"
"8189","Brunei Darussalam","1993","     5270.0"
"8190","Bhutan","1993","    46723.0"
"8191","Botswana","1993","   566730.0"
"8192","Central African Republic","1993","   622980.0"
"8193","Canada","1993","  9093510.0"
"8194","Central Europe and the Baltics","1993","  1104926.0"
"8195","Switzerland","1993","    39529.0"
"8196","Channel Islands","1993","      190.0"
"8197","Chile","1993","   743532.0"
"8198","China","1993","  9388250.0"
"8199","Cote d'Ivoire","1993","   318000.0"
"8200","Cameroon","1993","   472710.0"
"8201","Congo, Dem. Rep.","1993","  2267050.0"
"8202","Congo, Rep.","1993","   341500.0"
"8203","Colombia","1993","  1109500.0"
"8204","Comoros","1993","     1861.0"
"8205","Cabo Verde","1993","     4030.0"
"8206","Costa Rica","1993","    51060.0"
"8207","Caribbean small states","1993","   404850.0"
"8208","Cuba","1993","   107400.0"
"8209","Curacao","1993","      444.0"
"8210","Cayman Islands","1993","      240.0"
"8211","Cyprus","1993","     9240.0"
"8212","Czech Republic","1993","    77270.0"
"8213","Germany","1993","   349120.0"
"8214","Djibouti","1993","    23180.0"
"8215","Dominica","1993","      750.0"
"8216","Denmark","1993","    42430.0"
"8217","Dominican Republic","1993","    48310.0"
"8218","Algeria","1993","  2381740.0"
"8219","East Asia & Pacific (excluding high income)","1993"," 15929880.0"
"8220","Early-demographic dividend","1993"," 33145633.0"
"8221","East Asia & Pacific","1993"," 24401850.0"
"8222","Europe & Central Asia (excluding high income)","1993"," 22690744.0"
"8223","Europe & Central Asia","1993"," 27353648.0"
"8224","Ecuador","1993","   276840.0"
"8225","Egypt, Arab Rep.","1993","   995450.0"
"8226","Euro area","1993","  2645522.0"
"8227","Spain","1993","   499440.0"
"8228","Estonia","1993","    42390.0"
"8229","Ethiopia","1993","  1000000.0"
"8230","European Union","1993","  4209642.0"
"8231","Fragile and conflict affected situations","1993"," 14824328.0"
"8232","Finland","1993","   304590.0"
"8233","Fiji","1993","    18270.0"
"8234","France","1993","   547566.0"
"8235","Faroe Islands","1993","     1396.0"
"8236","Gabon","1993","   257670.0"
"8237","United Kingdom","1993","   241930.0"
"8238","Georgia","1993","    69490.0"
"8239","Ghana","1993","   227540.0"
"8240","Gibraltar","1993","       10.0"
"8241","Guinea","1993","   245720.0"
"8242","Gambia, The","1993","    10120.0"
"8243","Guinea-Bissau","1993","    28120.0"
"8244","Equatorial Guinea","1993","    28050.0"
"8245","Greece","1993","   128900.0"
"8246","Grenada","1993","      340.0"
"8247","Greenland","1993","   341700.0"
"8248","Guatemala","1993","   107160.0"
"8249","Guam","1993","      540.0"
"8250","Guyana","1993","   196850.0"
"8251","High income","1993"," 34929298.4"
"8252","Hong Kong SAR, China","1993","      990.0"
"8253","Honduras","1993","   111890.0"
"8254","Heavily indebted poor countries (HIPC)","1993"," 19753821.0"
"8255","Croatia","1993","    55910.0"
"8256","Haiti","1993","    27560.0"
"8257","Hungary","1993","    89860.0"
"8258","IBRD only","1993"," 69455199.0"
"8259","IDA & IBRD total","1993"," 95783560.0"
"8260","IDA total","1993"," 26328361.0"
"8261","IDA blend","1993","  5937610.0"
"8262","Indonesia","1993","  1811570.0"
"8263","IDA only","1993"," 20390751.0"
"8264","Isle of Man","1993","      570.0"
"8265","India","1993","  2973190.0"
"8266","Ireland","1993","    68890.0"
"8267","Iran, Islamic Rep.","1993","  1628760.0"
"8268","Iraq","1993","   437370.0"
"8269","Iceland","1993","   100250.0"
"8270","Israel","1993","    21640.0"
"8271","Italy","1993","   294110.0"
"8272","Jamaica","1993","    10830.0"
"8273","Jordan","1993","    88240.0"
"8274","Japan","1993","   364600.0"
"8275","Kazakhstan","1993","  2699700.0"
"8276","Kenya","1993","   569140.0"
"8277","Kyrgyz Republic","1993","   191800.0"
"8278","Cambodia","1993","   176520.0"
"8279","Kiribati","1993","      810.0"
"8280","St. Kitts and Nevis","1993","      260.0"
"8281","Korea, Rep.","1993","    96460.0"
"8282","Kuwait","1993","    17820.0"
"8283","Latin America & Caribbean (excluding high income)","1993"," 19125130.0"
"8284","Lao PDR","1993","   230800.0"
"8285","Lebanon","1993","    10230.0"
"8286","Liberia","1993","    96320.0"
"8287","Libya","1993","  1759540.0"
"8288","St. Lucia","1993","      610.0"
"8289","Latin America & Caribbean","1993"," 20071224.4"
"8290","Least developed countries: UN classification","1993"," 20146544.0"
"8291","Low income","1993"," 13380901.0"
"8292","Liechtenstein","1993","      160.0"
"8293","Sri Lanka","1993","    62710.0"
"8294","Lower middle income","1993"," 23179760.0"
"8295","Low & middle income","1993"," 94730068.0"
"8296","Lesotho","1993","    30360.0"
"8297","Late-demographic dividend","1993"," 44555625.0"
"8298","Lithuania","1993","    62680.0"
"8299","Latvia","1993","    62196.0"
"8300","Macao SAR, China","1993","       20.0"
"8301","St. Martin (French part)","1993","       54.4"
"8302","Morocco","1993","   446300.0"
"8303","Monaco","1993","        2.0"
"8304","Moldova","1993","    32950.0"
"8305","Madagascar","1993","   581540.0"
"8306","Maldives","1993","      300.0"
"8307","Middle East & North Africa","1993"," 11238830.0"
"8308","Mexico","1993","  1943950.0"
"8309","Middle income","1993"," 81405097.0"
"8310","Macedonia, FYR","1993","    25430.0"
"8311","Mali","1993","  1220190.0"
"8312","Malta","1993","      320.0"
"8313","Myanmar","1993","   653540.0"
"8314","Middle East & North Africa (excluding high income)","1993","  8643940.0"
"8315","Montenegro","1993","    13450.0"
"8316","Mongolia","1993","  1553560.0"
"8317","Mozambique","1993","   786380.0"
"8318","Mauritania","1993","  1030700.0"
"8319","Mauritius","1993","     2030.0"
"8320","Malawi","1993","    94280.0"
"8321","Malaysia","1993","   328550.0"
"8322","North America","1993"," 18252520.0"
"8323","Namibia","1993","   823290.0"
"8324","New Caledonia","1993","    18280.0"
"8325","Niger","1993","  1266700.0"
"8326","Nigeria","1993","   910770.0"
"8327","Nicaragua","1993","   120340.0"
"8328","Netherlands","1993","    33760.0"
"8329","Norway","1993","   365245.0"
"8330","Nepal","1993","   143000.0"
"8331","Nauru","1993","       20.0"
"8332","New Zealand","1993","   263310.0"
"8333","OECD members","1993"," 34384318.0"
"8334","Oman","1993","   309500.0"
"8335","Other small states","1993","  2039254.0"
"8336","Pakistan","1993","   770880.0"
"8337","Panama","1993","    74340.0"
"8338","Peru","1993","  1280000.0"
"8339","Philippines","1993","   298170.0"
"8340","Papua New Guinea","1993","   452860.0"
"8341","Poland","1993","   306290.0"
"8342","Pre-demographic dividend","1993"," 20167611.0"
"8343","Puerto Rico","1993","     8870.0"
"8344","Korea, Dem. People’s Rep.","1993","   120410.0"
"8345","Portugal","1993","    91500.0"
"8346","Paraguay","1993","   397300.0"
"8347","West Bank and Gaza","1993","     6020.0"
"8348","Pacific island small states","1993","    64200.0"
"8349","Post-demographic dividend","1993"," 31450330.0"
"8350","French Polynesia","1993","     3660.0"
"8351","Qatar","1993","    11610.0"
"8352","Romania","1993","   229460.0"
"8353","Russian Federation","1993"," 16386180.0"
"8354","Rwanda","1993","    24670.0"
"8355","South Asia","1993","  4779833.0"
"8356","Saudi Arabia","1993","  2149690.0"
"8357","Sudan","1993","  2376000.0"
"8358","Senegal","1993","   192530.0"
"8359","Singapore","1993","      670.0"
"8360","Solomon Islands","1993","    27990.0"
"8361","Sierra Leone","1993","    72180.0"
"8362","El Salvador","1993","    20720.0"
"8363","San Marino","1993","       60.0"
"8364","Somalia","1993","   627340.0"
"8365","Serbia","1993","    87460.0"
"8366","Sub-Saharan Africa (excluding high income)","1993"," 23616931.0"
"8367","Sub-Saharan Africa","1993"," 23617391.0"
"8368","Small states","1993","  2508304.0"
"8369","Sao Tome and Principe","1993","      960.0"
"8370","Suriname","1993","   156000.0"
"8371","Slovak Republic","1993","    48100.0"
"8372","Slovenia","1993","    20140.0"
"8373","Sweden","1993","   410340.0"
"8374","Swaziland","1993","    17200.0"
"8375","Sint Maarten (Dutch part)","1993","       34.0"
"8376","Seychelles","1993","      460.0"
"8377","Syrian Arab Republic","1993","   183780.0"
"8378","Turks and Caicos Islands","1993","      950.0"
"8379","Chad","1993","  1259200.0"
"8380","East Asia & Pacific (IDA & IBRD countries)","1993"," 15809270.0"
"8381","Europe & Central Asia (IDA & IBRD countries)","1993"," 22997034.0"
"8382","Togo","1993","    54390.0"
"8383","Thailand","1993","   510890.0"
"8384","Tajikistan","1993","   139960.0"
"8385","Turkmenistan","1993","   469930.0"
"8386","Latin America & the Caribbean (IDA & IBRD countries)","1993"," 19942112.0"
"8387","Timor-Leste","1993","    14870.0"
"8388","Middle East & North Africa (IDA & IBRD countries)","1993","  8637920.0"
"8389","Tonga","1993","      720.0"
"8390","South Asia (IDA & IBRD)","1993","  4779833.0"
"8391","Sub-Saharan Africa (IDA & IBRD countries)","1993"," 23617391.0"
"8392","Trinidad and Tobago","1993","     5130.0"
"8393","Tunisia","1993","   155360.0"
"8394","Turkey","1993","   769630.0"
"8395","Tuvalu","1993","       30.0"
"8396","Tanzania","1993","   885800.0"
"8397","Uganda","1993","   199810.0"
"8398","Ukraine","1993","   579350.0"
"8399","Upper middle income","1993"," 58225337.0"
"8400","Uruguay","1993","   175020.0"
"8401","United States","1993","  9158960.0"
"8402","Uzbekistan","1993","   425400.0"
"8403","St. Vincent and the Grenadines","1993","      390.0"
"8404","Venezuela, RB","1993","   882050.0"
"8405","British Virgin Islands","1993","      150.0"
"8406","Virgin Islands (U.S.)","1993","      350.0"
"8407","Vietnam","1993","   325490.0"
