"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"8925","Macedonia, FYR",1994,1981703,77.92776,NA,NA,NA,NA,NA,NA
"8926","Mali",1994,9353385,7.665515,0.049398373,1220190,352500,5.223777,"Sub-Saharan Africa","Low income"
"8927","Malta",1994,374797,1171.241,6.50633543,320,130,1.09375,"Middle East & North Africa","High income"
"8928","Myanmar",1994,42712223,65.35518,0.146208756,653540,104210,57.34615,"East Asia & Pacific","Lower middle income"
"8929","Middle East & North Africa (excluding high income)",1994,249660649,28.88274,2.751917496,8643940,2130810,2.170617,NA,NA
"8930","Montenegro",1994,611389,45.45643,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"8931","Mongolia",1994,2280496,1.467916,3.484500302,1553560,1184690,7.858338,NA,NA
"8932","Northern Mariana Islands",1994,53380,NA,NA,NA,NA,NA,NA,NA
"8933","Mozambique",1994,15217044,19.35075,0.069884138,786380,478000,54.04766,NA,NA
"8934","Mauritania",1994,2261403,2.194046,0.530250026,1030700,397300,0.3646066,"Sub-Saharan Africa","Lower middle income"
"8935","Mauritius",1994,1112846,548.2,1.459753641,2030,1050,20.40394,"Sub-Saharan Africa","Upper middle income"
"8936","Malawi",1994,9796976,103.9136,NA,94280,40700,39.92787,"Sub-Saharan Africa","Low income"
"8937","Malaysia",1994,19986894,60.83364,NA,328550,70613,67.1496,NA,NA
"8938","North America",1994,292297226,16.01408,19.007685355,18252520,4890733,35.66466,NA,NA
"8939","Namibia",1994,1606718,1.951582,NA,823290,387500,10.28799,"Sub-Saharan Africa","Upper middle income"
"8940","New Caledonia",1994,189482,10.36554,10.45049134,18280,2310,45.89716,NA,NA
"8941","Niger",1994,9151763,7.224886,0.084545131,1266700,350000,1.340649,NA,NA
"8942","Nigeria",1994,105355783,115.6777,0.425849856,910770,662160,17.12309,NA,NA
"8943","Nicaragua",1994,4520725,37.56627,0.562129083,120340,42200,35.18365,NA,NA
"8944","Netherlands",1994,15382838,455.6528,10.746523301,33760,19710,10.39692,"Europe & Central Asia","High income"
"8945","Norway",1994,4336613,11.87316,7.818332417,365245,10300,33.19525,NA,NA
"8946","Nepal",1994,20867130,145.924,0.081363417,143000,41806,31.12028,"South Asia","Low income"
"8947","Nauru",1994,9863,493.15,NA,20,4,0,NA,NA
"8948","New Zealand",1994,3620000,13.74805,7.370467403,263310,151160,37.4099,"East Asia & Pacific","High income"
"8949","OECD members",1994,1106885537,32.19159,10.584702399,34384308,13252947,30.96481,NA,NA
"8950","Oman",1994,2148428,6.941609,NA,309500,10720,0.006462036,"Middle East & North Africa","High income"
"8951","Other small states",1994,18826109,9.263308,5.027556357,2032331,816684,27.48279,NA,NA
"8952","Pakistan",1994,119769556,155.3673,0.708357907,770880,357900,3.064809,"South Asia","Lower middle income"
"8953","Panama",1994,2684183,36.10685,1.616156946,74340,21350,66.86575,"Latin America & Caribbean","Upper middle income"
"8954","Peru",1994,23619356,18.45262,0.983534225,1280000,216379,60.32141,NA,NA
"8955","Philippines",1994,68236230,228.8501,0.803087275,298170,110150,22.6173,NA,NA
"8956","Palau",1994,16806,NA,6.109484708,NA,NA,NA,"East Asia & Pacific","High income"
"8957","Papua New Guinea",1994,4770606,10.53439,0.457355942,452860,8980,74.23089,NA,NA
"8958","Poland",1994,38542652,125.8371,8.664998584,306290,187070,29.22786,NA,NA
"8959","Pre-demographic dividend",1994,469790790,23.29432,0.368571704,20167611,8096100,29.16092,NA,NA
"8960","Puerto Rico",1994,3649237,411.4134,NA,8870,3090,39.71139,"Latin America & Caribbean","High income"
"8961","Korea, Dem. People’s Rep.",1994,21577982,179.2042,NA,120410,26500,63.89669,NA,NA
"8962","Portugal",1994,9991525,109.197,4.770042511,91500,39520,37.14536,"Europe & Central Asia","High income"
"8963","Paraguay",1994,4651225,11.70709,0.73793721,397300,160320,51.45079,NA,NA
"8964","Pacific island small states",1994,1812883,28.23805,0.895459823,64200,8269,62.13598,NA,NA
"8965","Post-demographic dividend",1994,989994339,31.47804,11.532917997,31450320,12035629,31.236,NA,NA
"8966","French Polynesia",1994,211579,57.80847,2.079790527,3660,430,20.4918,NA,NA
"8967","Qatar",1994,507095,43.67743,59.601088553,11610,650,0,NA,NA
"8968","Romania",1994,22730211,99.038,5.077610498,229510,147980,27.75042,"Europe & Central Asia","Upper middle income"
"8969","Russian Federation",1994,148336000,9.055187,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"8970","Rwanda",1994,6005095,243.4169,0.078773608,24670,14850,13.31171,NA,NA
"8971","South Asia",1994,1233869424,258.5151,0.711152314,4772910,2712726,16.54346,NA,NA
"8972","Saudi Arabia",1994,18311090,8.518014,16.876007381,2149690,1737850,0.4544841,"Middle East & North Africa","High income"
"8973","Sudan",1994,23347885,12.30246,0.141884602,2376000,1281150,12.63874,"Sub-Saharan Africa","Lower middle income"
"8974","Senegal",1994,8512173,44.21219,0.458365684,192530,89150,47.61855,NA,NA
"8975","Singapore",1994,3419048,5103.057,19.118755279,670,12,24.40299,"East Asia & Pacific","High income"
"8976","Solomon Islands",1994,349225,12.47678,0.399014962,27990,720,82.22937,NA,NA
"8977","Sierra Leone",1994,4283621,59.34637,0.119847204,72180,28100,42.11139,"Sub-Saharan Africa","Low income"
"8978","El Salvador",1994,5544945,267.6132,0.828637795,20720,14540,17.32625,NA,NA
"8979","San Marino",1994,25516,425.2667,NA,60,10,0,NA,NA
"8980","Somalia",1994,7583954,12.08906,NA,627340,440500,12.71272,NA,NA
"8981","Sub-Saharan Africa (excluding high income)",1994,571093992,24.18155,0.830349153,23616931,9916240,28.92636,NA,NA
"8982","South Sudan",1994,5431738,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income"
"8983","Sub-Saharan Africa",1994,571168197,24.18422,0.830589682,23617391,9916280,28.92751,NA,NA
"8984","Small states",1994,26877568,10.74509,4.904653649,2501381,851538,37.85594,NA,NA
"8985","Sao Tome and Principe",1994,123973,129.1385,0.384527276,960,440,58.33333,NA,NA
"8986","Suriname",1994,437037,2.801519,4.95045042,156000,890,98.81026,NA,NA
"8987","Slovak Republic",1994,5346331,111.1503,NA,NA,NA,NA,"Europe & Central Asia","High income"
"8988","Slovenia",1994,1989443,98.78069,NA,NA,NA,NA,"Europe & Central Asia","High income"
"8989","Sweden",1994,8780745,21.39871,6.251746293,410340,33560,68.48711,"Europe & Central Asia","High income"
"8990","Swaziland",1994,941774,54.7543,NA,17200,12220,28.51163,"Sub-Saharan Africa","Lower middle income"
"8991","Seychelles",1994,74205,161.3152,NA,460,40,88.41304,NA,NA
"8992","Syrian Arab Republic",1994,13949697,75.90433,3.344008619,183780,137860,2.15475,NA,NA
"8993","Turks and Caicos Islands",1994,14597,15.36526,NA,950,10,36.21053,NA,NA
"8994","Chad",1994,6772133,5.378123,0.015161545,1259200,484200,5.204416,NA,NA
"8995","East Asia & Pacific (IDA & IBRD countries)",1994,1671218210,105.7113,2.162410484,15809270,7483552,28.34363,NA,NA
"8996","Europe & Central Asia (IDA & IBRD countries)",1994,434111200,18.88078,NA,22992224,6665720,38.29093,NA,NA
"8997","Togo",1994,4163642,76.55161,0.199923288,54390,33000,11.13072,NA,NA
"8998","Thailand",1994,58901666,115.2923,2.362564465,510890,211200,29.76649,"East Asia & Pacific","Upper middle income"
"8999","Tajikistan",1994,5679832,40.58182,NA,NA,NA,NA,NA,NA
"9000","Turkmenistan",1994,4115099,8.756834,NA,NA,NA,NA,NA,NA
"9001","Latin America & the Caribbean (IDA & IBRD countries)",1994,462368285,23.18552,2.325698907,19942112,6892694,50.3092,NA,NA
"9002","Timor-Leste",1994,856684,57.61157,NA,14870,3400,61.95024,"East Asia & Pacific","Lower middle income"
"9003","Middle East & North Africa (IDA & IBRD countries)",1994,247294351,28.62892,2.776707524,8637920,2127110,2.171078,NA,NA
"9004","Tonga",1994,95833,133.1014,0.956612023,720,320,12.5,NA,NA
"9005","South Asia (IDA & IBRD)",1994,1233869424,258.5151,0.711152314,4772910,2712726,16.54346,NA,NA
"9006","Sub-Saharan Africa (IDA & IBRD countries)",1994,571168197,24.18422,0.830589682,23617391,9916280,28.92751,NA,NA
"9007","Trinidad and Tobago",1994,1250318,243.7267,15.878470917,5130,810,46.36647,NA,NA
"9008","Tunisia",1994,8956596,57.65059,1.779744113,155360,92830,4.63826,NA,NA
"9009","Turkey",1994,57564132,74.79455,2.724762548,769630,401490,12.79368,NA,NA
"9010","Tuvalu",1994,9190,306.3333,NA,30,20,33.33333,"East Asia & Pacific","Upper middle income"
"9011","Tanzania",1994,29070615,32.81849,0.082748576,885800,329000,61.3231,"Sub-Saharan Africa","Low income"
"9012","Uganda",1994,19907634,99.63282,0.035550734,199810,121020,22.01191,"Sub-Saharan Africa","Low income"
"9013","Ukraine",1994,51921041,89.61947,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9014","Upper middle income",1994,2144910438,36.84113,3.532684496,58220537,20188783,34.94428,NA,NA
"9015","Uruguay",1994,3201607,18.29281,1.270206806,175020,149340,5.865387,NA,NA
"9016","United States",1994,263126000,28.72881,19.376556437,9158960,4211390,33.06974,"North America","High income"
"9017","Uzbekistan",1994,22377000,52.60226,NA,NA,NA,NA,NA,NA
"9018","St. Vincent and the Grenadines",1994,108129,277.2538,1.119135477,390,120,65.12821,NA,NA
"9019","Venezuela, RB",1994,21726352,24.63166,5.981943678,882050,216100,57.67927,NA,NA
"9020","British Virgin Islands",1994,18052,120.3467,NA,150,80,24.6,NA,NA
"9021","Virgin Islands (U.S.)",1994,107317,306.62,NA,350,90,63.82857,NA,NA
"9022","Vietnam",1994,70824500,217.5935,0.370352788,325490,71400,31.67102,NA,NA
"9023","Vanuatu",1994,164208,13.47071,NA,12190,1600,36.09516,"East Asia & Pacific","Lower middle income"
"9024","World",1994,5624840414,43.3669,4.046484695,129703553.4,49149120,31.60449,NA,NA
"9025","Samoa",1994,168788,59.6424,0.716940778,2830,510,51.73145,"East Asia & Pacific","Upper middle income"
"9026","Kosovo",1994,1997000,183.4298,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9027","Yemen, Rep.",1994,14692686,27.82864,0.761718041,527970,237300,1.039832,"Middle East & North Africa","Lower middle income"
"9028","South Africa",1994,40558495,33.43404,8.323205435,1213090,972650,7.617737,"Sub-Saharan Africa","Upper middle income"
"9029","Zambia",1994,8896109,11.96695,NA,743390,214730,70.12954,"Sub-Saharan Africa","Lower middle income"
"9030","Zimbabwe",1994,11116948,28.7371,NA,386850,137200,53.91237,"Sub-Saharan Africa","Low income"
"9031","Aruba",1995,80324,446.2444,NA,180,20,2.333333,"Latin America & Caribbean","High income"
"9032","Afghanistan",1995,17099541,26.19174,0.072698618,652860,377530,2.067825,"South Asia","Low income"
"9033","Angola",1995,14268994,11.44541,0.769173426,1246700,575000,48.4094,NA,NA
"9034","Albania",1995,3187784,116.3425,0.654537133,27400,11270,28.43248,NA,NA
"9035","Andorra",1995,63850,135.8511,NA,470,190,34.04255,"Europe & Central Asia","High income"
"9036","Arab World",1995,255029671,18.71913,3.41912302,13624011,5377560,3.59937,NA,NA
"9037","United Arab Emirates",1995,2448820,29.29211,28.846990796,83600,3830,3.319378,NA,NA
"9038","Argentina",1995,34994814,12.78728,3.656645582,2736690,1280450,12.17767,"Latin America & Caribbean","Upper middle income"
"9039","Armenia",1995,3217342,113.0081,NA,NA,NA,NA,NA,NA
"9040","American Samoa",1995,52868,264.34,NA,200,35,91.1,NA,NA
"9041","Antigua and Barbuda",1995,73619,167.3159,4.383324957,440,90,23.06818,NA,NA
"9042","Australia",1995,18072000,2.35242,15.596518814,7682300,4633480,16.75162,"East Asia & Pacific","High income"
"9043","Austria",1995,7948278,96.24943,7.521516107,82580,29811,46.10075,"Europe & Central Asia","High income"
"9044","Azerbaijan",1995,7685000,92.34892,NA,NA,NA,NA,NA,NA
"9045","Burundi",1995,5962058,232.1674,NA,25680,20370,9.482087,NA,NA
"9046","Belgium",1995,10136811,NA,11.081152051,NA,NA,NA,"Europe & Central Asia","High income"
"9047","Benin",1995,5905558,52.37281,0.224780453,112760,25200,47.98687,NA,NA
"9048","Burkina Faso",1995,10089878,36.87821,0.062147134,273600,94500,23.93092,NA,NA
"9049","Bangladesh",1995,118706871,911.9372,NA,130170,93740,11.37743,"South Asia","Lower middle income"
"9050","Bulgaria",1995,8406067,75.98361,6.900326395,110630,61640,30.29016,"Europe & Central Asia","Upper middle income"
"9051","Bahrain",1995,563699,793.9423,26.287694319,710,90,0.4084507,NA,NA
"9052","Bahamas, The",1995,280150,27.98701,6.00804212,10010,120,51.44855,NA,NA
"9053","Bosnia and Herzegovina",1995,3843712,75.0725,NA,NA,NA,NA,NA,NA
"9054","Belarus",1995,10194000,50.25636,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"9055","Belize",1995,206963,9.073345,1.824968714,22810,1460,67.41166,NA,NA
"9056","Bermuda",1995,59746,1194.92,7.487932247,50,4,20,NA,NA
"9057","Bolivia",1995,7566714,6.984874,1.250326099,1083300,366000,56.71836,NA,NA
"9058","Brazil",1995,162296612,19.41779,1.591823026,8358140,2584720,63.88856,NA,NA
"9059","Barbados",1995,264959,616.1837,3.127812228,430,190,14.65116,NA,NA
"9060","Brunei Darussalam",1995,297192,56.39317,16.114505101,5270,100,76.85009,"East Asia & Pacific","High income"
"9061","Bhutan",1995,514877,12.93661,NA,39800,5650,64.23015,NA,NA
"9062","Botswana",1995,1569094,2.76868,NA,566730,259460,23.16182,"Sub-Saharan Africa","Upper middle income"
"9063","Central African Republic",1995,3352767,5.381821,0.069998303,622980,50100,36.08784,"Sub-Saharan Africa","Low income"
"9064","Canada",1995,29354000,3.228016,15.933223683,9093510,679940,38.27318,"North America","High income"
"9065","Central Europe and the Baltics",1995,109913216,99.47293,7.553778956,1104956,615910,32.21395,NA,NA
"9066","Switzerland",1995,7040687,178.1145,5.571316975,39529,15821,29.66177,NA,NA
"9067","Channel Islands",1995,144046,758.1368,NA,190,84,4.210526,NA,NA
"9068","Chile",1995,14296613,19.22797,2.919931315,743532,153300,20.91168,NA,NA
"9069","China",1995,1204855000,128.3366,2.755754966,9388240,5228330,17.79573,"East Asia & Pacific","Upper middle income"
"9070","Cote d'Ivoire",1995,14540820,45.72585,0.490502943,318000,198000,32.31132,NA,NA
"9071","Cameroon",1995,13460994,28.47622,0.324175912,472710,91600,49.11256,NA,NA
"9072","Congo, Dem. Rep.",1995,41595744,18.34796,0.051043515,2267050,258000,70.04962,"Sub-Saharan Africa","Low income"
"9073","Congo, Rep.",1995,2799255,8.19694,0.559366331,341500,105200,66.29868,NA,NA
"9074","Colombia",1995,37441977,33.74671,1.59218139,1109500,445130,56.87942,NA,NA
"9075","Comoros",1995,475394,255.4508,0.138844832,1861,1220,25.25524,NA,NA
"9076","Cabo Verde",1995,389127,96.55757,0.310980734,4030,700,17.34988,"Sub-Saharan Africa","Lower middle income"
"9077","Costa Rica",1995,3510926,68.76079,1.385990192,51060,20480,48.37446,"Latin America & Caribbean","Upper middle income"
"9078","Caribbean small states",1995,6292827,15.5436,6.012576859,404850,26500,86.01744,NA,NA
"9079","Cuba",1995,10906043,101.546,2.357347848,107400,66840,20.91713,"Latin America & Caribbean","Upper middle income"
"9080","Curacao",1995,145139,326.8896,NA,NA,NA,NA,NA,NA
"9081","Cayman Islands",1995,31672,131.9667,11.578050013,240,27,52.91667,NA,NA
"9082","Cyprus",1995,855384,92.57403,6.293262441,9240,1431,18.00433,"Europe & Central Asia","High income"
"9083","Czech Republic",1995,10327253,133.6515,NA,NA,NA,NA,NA,NA
"9084","Germany",1995,81678051,233.9675,NA,349100,173430,32.44629,"Europe & Central Asia","High income"
"9085","Djibouti",1995,630388,27.19534,0.482815345,23180,14510,0.2415876,NA,NA
"9086","Dominica",1995,71368,95.15733,1.130394575,750,170,64.88,NA,NA
"9087","Denmark",1995,5233373,123.3413,10.924540827,42430,27260,13.30073,NA,NA
"9088","Dominican Republic",1995,7892423,163.3704,2.012746149,48310,25760,26.81639,NA,NA
"9089","Algeria",1995,28904298,12.13579,3.298667451,2381740,396490,0.6814346,"Middle East & North Africa","Upper middle income"
"9090","East Asia & Pacific (excluding high income)",1995,1714195598,107.6089,2.331699119,15929870,7521241,28.59247,NA,NA
"9091","Early-demographic dividend",1995,2251918069,67.95431,1.550904148,33138710,13373123,23.76643,NA,NA
"9092","East Asia & Pacific",1995,1938715324,79.44936,3.160343857,24401900,12391303,25.72104,NA,NA
"9093","Europe & Central Asia (excluding high income)",1995,396053579,17.46041,NA,22682954,6416566,38.42657,NA,NA
"9094","Europe & Central Asia",1995,856352861,31.31566,NA,27345838,8256048,37.4445,NA,NA
"9095","Ecuador",1995,11440583,41.32561,1.996554109,276840,81080,51.22049,NA,NA
"9096","Egypt, Arab Rep.",1995,63714386,64.00561,1.502382335,995450,32830,0.0517354,"Middle East & North Africa","Lower middle income"
"9097","Euro area",1995,317181450,119.8946,NA,2645502,1265824,35.52593,NA,NA
"9098","Spain",1995,39724050,79.53718,6.082242269,499440,297190,30.82096,"Europe & Central Asia","High income"
"9099","Estonia",1995,1436634,33.89087,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9100","Ethiopia",1995,57309880,57.30988,0.044725848,1e+06,305000,14.4095,"Sub-Saharan Africa","Low income"
"9101","European Union",1995,484271345,115.0383,8.133051294,4209652,2023284,35.76929,NA,NA
"9102","Fragile and conflict affected situations",1995,297157878,20.04528,0.821504969,14824328,4941875,24.67596,NA,NA
"9103","Finland",1995,5107790,16.76939,10.32014335,304590,22440,72.75354,"Europe & Central Asia","High income"
"9104","Fiji",1995,775498,42.44652,1.120672136,18270,4400,52.91024,"East Asia & Pacific","Upper middle income"
"9105","France",1995,59541900,108.7392,5.86337915,547566,301502,27.14285,"Europe & Central Asia","High income"
"9106","Faroe Islands",1995,46040,32.97994,14.814552563,1396,30,0.05730659,NA,NA
"9107","Micronesia, Fed. Sts.",1995,107556,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"9108","Gabon",1995,1086137,4.215225,4.257369927,257670,51600,85.38053,NA,NA
"9109","United Kingdom",1995,58019030,239.8174,9.274846236,241930,173790,11.8464,NA,NA
"9110","Georgia",1995,4734000,82.82305,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9111","Ghana",1995,16760467,73.65943,0.314836872,227540,131000,38.53388,NA,NA
"9112","Gibraltar",1995,30147,3014.7,9.122798288,NA,NA,NA,NA,NA
"9113","Guinea",1995,7871173,32.0331,0.158864124,245720,140240,28.82956,NA,NA
"9114","Gambia, The",1995,1066223,105.358,0.202915338,10120,5570,44.61462,"Sub-Saharan Africa","Low income"
"9115","Guinea-Bissau",1995,1137122,40.43819,0.161240395,28120,14860,77.09815,NA,NA
"9116","Equatorial Guinea",1995,504871,17.99897,0.261476694,28050,3340,64.2246,NA,NA
"9117","Greece",1995,10562153,81.94067,7.458879643,128900,91640,26.76493,"Europe & Central Asia","High income"
"9118","Grenada",1995,100255,294.8676,1.499645903,340,110,49.97059,NA,NA
"9119","Greenland",1995,55800,0.1633011,9.003207885,341700,2356,0.0006438396,NA,NA
"9120","Guatemala",1995,10408489,97.13036,0.688410969,107160,45120,41.78798,NA,NA
"9121","Guam",1995,145561,269.5574,NA,540,200,46.2963,NA,NA
"9122","Guyana",1995,761291,3.867366,1.921910281,196850,17340,84.53645,NA,NA
"9123","High income",1995,1036155042,29.66432,11.698925742,34929338.4,13658605,28.48567,NA,NA
"9124","Hong Kong SAR, China",1995,6156100,5862.952,5.112034242,1050,80,NA,"East Asia & Pacific","High income"
"9125","Honduras",1995,5709051,51.02378,0.679567585,111890,34800,64.9209,NA,NA
"9126","Heavily indebted poor countries (HIPC)",1995,413418810,20.92855,0.170845003,19753821,7449070,31.14097,NA,NA
"9127","Croatia",1995,4669000,83.50921,NA,NA,NA,NA,NA,NA
"9128","Haiti",1995,7819806,283.7375,0.115358616,27560,15900,4.082003,"Latin America & Caribbean","Low income"
"9129","Hungary",1995,10328965,114.9451,5.844711547,89860,61790,20.68774,NA,NA
"9130","IBRD only",1995,3734660463,53.77681,2.682225668,69447419,24968427,34.24274,NA,NA
"9131","IDA & IBRD total",1995,4695886903,49.03356,2.224462879,95768837,35883010,32.41766,NA,NA
"9132","IDA total",1995,961226440,36.51879,0.442412607,26321418,10914583,27.6003,NA,NA
"9133","IDA blend",1995,321107441,54.08043,0.836241573,5937590,3152560,23.29499,NA,NA
"9134","Indonesia",1995,196957849,108.7222,1.14207743,1811570,429780,60.15611,"East Asia & Pacific","Lower middle income"
"9135","IDA only",1995,640118999,31.40328,0.241829811,20383828,7762023,28.85506,NA,NA
"9136","Isle of Man",1995,70070,122.9298,NA,570,417,6.070175,"Europe & Central Asia","High income"
"9137","India",1995,960482795,323.0479,0.844952257,2973190,1809450,21.7492,"South Asia","Lower middle income"
"9138","Ireland",1995,3608841,52.38556,9.135896261,68890,43890,7.983452,"Europe & Central Asia","High income"
"9139","Iran, Islamic Rep.",1995,60575644,37.19126,4.512344598,1628760,642080,5.648997,"Middle East & North Africa","Upper middle income"
"9140","Iraq",1995,20208387,46.20433,3.854921622,437370,91000,1.854265,"Middle East & North Africa","Upper middle income"
"9141","Iceland",1995,267468,2.66801,7.280037238,100250,18990,0.2239401,NA,NA
"9142","Israel",1995,5545000,256.2384,9.215445446,21640,5730,6.585028,NA,NA
"9143","Italy",1995,56844303,193.2757,7.573033273,294110,153330,27.13101,"Europe & Central Asia","High income"
"9144","Jamaica",1995,2537440,234.2973,3.617228782,10830,4970,31.6482,NA,NA
"9145","Jordan",1995,4572904,51.82348,2.964614827,88240,11140,1.104941,NA,NA
"9146","Japan",1995,125439000,344.0455,9.434444176,364600,54430,68.32968,"East Asia & Pacific","High income"
"9147","Kazakhstan",1995,15815626,5.85829,NA,NA,NA,NA,NA,NA
"9148","Kenya",1995,27346456,48.04873,0.276233966,569140,272180,7.275011,"Sub-Saharan Africa","Lower middle income"
"9149","Kyrgyz Republic",1995,4560400,23.77685,NA,NA,NA,NA,NA,NA
"9150","Cambodia",1995,10653558,60.35326,0.1455984,176520,45700,69.36891,NA,NA
"9151","Kiribati",1995,77730,95.96296,NA,810,370,15,"East Asia & Pacific","Lower middle income"
"9152","St. Kitts and Nevis",1995,42891,164.9654,3.761814833,260,100,42.30769,NA,NA
"9153","Korea, Rep.",1995,45092991,467.4787,8.311071381,96460,20480,65.61269,"East Asia & Pacific","High income"
"9154","Latin America & Caribbean (excluding high income)",1995,462360574,24.17555,2.272663177,19125130,6734540,51.45704,NA,NA
"9155","Lao PDR",1995,4851923,21.0222,0.071799367,230800,17000,74.02708,NA,NA
"9156","Lebanon",1995,3033394,296.5195,4.47647124,10230,6090,12.80547,"Middle East & North Africa","Upper middle income"
"9157","Liberia",1995,2073482,21.52701,0.159167044,96320,25000,49.61586,"Sub-Saharan Africa","Low income"
"9158","Libya",1995,4948798,2.812552,9.299399571,1759540,155150,0.1233277,"Middle East & North Africa","Upper middle income"
"9159","St. Lucia",1995,147044,241.0557,2.11973967,610,180,35.2459,NA,NA
"9160","Latin America & Caribbean",1995,485913137,24.20944,2.345992923,20071224.4,7041787,49.92227,NA,NA
"9161","Least developed countries: UN classification",1995,586001046,29.09693,0.160284345,20139621,7624388,29.79784,NA,NA
"9162","Low income",1995,371552946,27.76741,NA,13380901,4757548,30.7118,NA,NA
"9163","Liechtenstein",1995,30833,192.7063,NA,160,70,41.875,"Europe & Central Asia","High income"
"9164","Sri Lanka",1995,18074000,288.2156,0.326649884,62710,23260,35.68809,"South Asia","Lower middle income"
"9165","Lower middle income",1995,2132343002,92.01915,1.007639233,23172817,10531025,27.82835,NA,NA
"9166","Low & middle income",1995,4668923326,49.29427,2.163321822,94715345,35466881,32.58856,NA,NA
"9167","Lesotho",1995,1761359,58.01578,NA,30360,23240,1.350461,"Sub-Saharan Africa","Lower middle income"
"9168","Late-demographic dividend",1995,1954394231,43.87182,3.519003561,44547825,15657044,38.74057,NA,NA
"9169","Lithuania",1995,3629102,57.89888,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9170","Luxembourg",1995,408625,NA,20.353027837,NA,NA,NA,"Europe & Central Asia","High income"
"9171","Latvia",1995,2485056,39.95524,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9172","Macao SAR, China",1995,385686,19284.3,3.223121918,NA,NA,NA,"East Asia & Pacific","High income"
"9173","St. Martin (French part)",1995,32712,601.3235,NA,NA,NA,NA,NA,NA
"9174","Morocco",1995,27075232,60.66599,1.121828282,446300,307490,11.14385,NA,NA
"9175","Monaco",1995,30691,15345.5,NA,NA,NA,NA,NA,NA
"9176","Moldova",1995,3675099,127.754,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9177","Madagascar",1995,13475400,23.17192,0.093883298,581540,364800,22.96919,NA,NA
"9178","Maldives",1995,255000,850,NA,300,80,3.333333,NA,NA
"9179","Middle East & North Africa",1995,286917385,25.52912,4.156770417,11238830,3889660,1.79866,NA,NA
"9180","Mexico",1995,94045579,48.3786,3.490773787,1943950,1061950,35.39597,NA,NA
"9181","Marshall Islands",1995,51015,NA,NA,NA,NA,NA,"East Asia & Pacific","Upper middle income"
"9182","Middle income",1995,4302049350,52.85698,2.326651093,81390374,30732657,32.89769,NA,NA
"9183","Macedonia, FYR",1995,1983252,77.98867,NA,NA,NA,NA,NA,NA
"9184","Mali",1995,9604450,7.871274,0.04887068,1220190,354190,5.159033,"Sub-Saharan Africa","Low income"
"9185","Malta",1995,377419,1179.434,5.635275384,320,110,1.09375,"Middle East & North Africa","High income"
"9186","Myanmar",1995,43237792,66.15937,0.160969506,653540,104500,56.68054,"East Asia & Pacific","Lower middle income"
"9187","Middle East & North Africa (excluding high income)",1995,254918217,29.49097,2.805569169,8643940,2129270,2.176211,NA,NA
"9188","Montenegro",1995,611712,45.48045,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"9189","Mongolia",1995,2298039,1.479208,3.446730016,1553560,1184690,7.805621,NA,NA
"9190","Northern Mariana Islands",1995,56278,NA,NA,NA,NA,NA,NA,NA
"9191","Mozambique",1995,15759132,20.0401,0.070737906,786380,478800,53.76917,NA,NA
"9192","Mauritania",1995,2327075,2.257762,0.469587787,1030700,397600,0.3550985,"Sub-Saharan Africa","Lower middle income"
"9193","Mauritius",1995,1122457,552.9345,1.630203206,2030,1040,20.44335,"Sub-Saharan Africa","Upper middle income"
"9194","Malawi",1995,9909088,105.1028,NA,94280,42800,39.57891,"Sub-Saharan Africa","Low income"
"9195","Malaysia",1995,20495597,62.38197,NA,328550,70517,66.91067,NA,NA
"9196","North America",1995,295691746,16.20005,18.959477273,18252520,4881334,35.66803,NA,NA
"9197","Namibia",1995,1655359,2.010663,NA,823290,388200,10.19932,"Sub-Saharan Africa","Upper middle income"
"9198","New Caledonia",1995,193816,10.60263,10.708723738,18280,2330,45.89716,NA,NA
"9199","Niger",1995,9477333,7.481908,0.085510027,1266700,360000,1.29194,NA,NA
"9200","Nigeria",1995,108011465,118.5936,0.307995304,910770,684000,16.67325,NA,NA
"9201","Nicaragua",1995,4612228,38.32664,0.60265581,120340,45530,34.60196,NA,NA
"9202","Netherlands",1995,15459006,457.9089,10.887135887,33760,19640,10.44135,"Europe & Central Asia","High income"
"9203","Norway",1995,4359184,11.93496,7.67101664,365245,11270,33.19005,NA,NA
"9204","Nepal",1995,21396384,149.6251,0.095118175,143000,41918,30.47902,"South Asia","Low income"
"9205","Nauru",1995,9970,498.5,NA,20,4,0,NA,NA
"9206","New Zealand",1995,3673400,13.95086,7.386109054,263310,149750,37.59257,"East Asia & Pacific","High income"
